ontology,ID,Description,GeneRatio,foreground_nominator,foreground_denominator,BgRatio,background_nominator,background_denominator,pvalue,p.adjust,qvalue,geneID,Count,fc,l2fc,log10_padjust
bp,GO:0008593,regulation of Notch signaling pathway,24/1637,24,1637,48/6356,48,6356,2.570199793901159e-4,0.0028473782030473626,0.0021975340859103306,l(2)gl/msn/fng/Nak/Cbl/eIF3h/Dap160/lqf/pigs/Tsp26A/Vps35/Eps-15/Hipk/eIF3f1/Usp12-46/CycG/krz/Ndfip/Usp10/htk/Nedd4/l(2)gd1/mib1/sno,24,1.9413561392791692,0.9570648028743656,2.545554843851404
bp,GO:0060033,anatomical structure regression,24/1637,24,1637,48/6356,48,6356,2.570199793901159e-4,0.0028473782030473626,0.0021975340859103306,Cam/EcR/l(2)gl/Ubi-p63E/Itpr/hdc/ctp/BRWD3/Uba1/Pten/Atg101/Atg18a/BI-1/Atg17/Idh3b/Atg16/Atg8a/Atg1/Atg13/Trf2/Mdh2/bel/Pak/TER94,24,1.9413561392791692,0.9570648028743656,2.545554843851404
bp,GO:0007297,ovarian follicle cell migration,44/1637,44,1637,106/6356,106,6356,2.605080513161918e-4,0.0028789642834943447,0.0022219114195389518,bsk/Lar/EcR/ena/if/Raf/Ras85D/shi/sqh/Rap1/mys/Hrb27C/hop/Dsor1/hep/Rac1/Akt1/msn/jar/cpb/tsr/Rab5/Rho1/Rala/Lis-1/Rab11/Rab7/Cbl/Crk/CalpB/par-6/GMF/nudE/Sra-1/Mrtf/kuz/rhea/Diap1/par-1/Dhc64C/sqd/kis/dop/slmb,44,1.611691889212895,0.6885759669484636,2.5407637229571165
bp,GO:0007298,border follicle cell migration,41/1637,41,1637,97/6356,97,6356,2.6386882934617843e-4,0.002908992947913967,0.0022450867790840445,bsk/EcR/ena/if/Raf/Ras85D/shi/sqh/Rap1/mys/Hrb27C/hop/Dsor1/hep/Rac1/Akt1/msn/jar/cpb/tsr/Rab5/Rho1/Rala/Lis-1/Rab11/Rab7/Cbl/Crk/CalpB/par-6/GMF/nudE/Mrtf/kuz/rhea/Diap1/par-1/Dhc64C/kis/dop/slmb,41,1.641146427019504,0.7147039653053218,2.5362573315840726
bp,GO:0032872,regulation of stress-activated MAPK cascade,29/1637,29,1637,62/6356,62,6356,2.688162183679156e-4,0.0029563243479877824,0.00228161594998405,ben/flw/sgg/Rac1/Cdc42/cpb/Rala/syd/Crk/SkpA/ics/HUWE1/Mnn1/CYLD/cpa/Uev1A/fmt/XNP/Cka/ALiX/alph/Alg-2/cno/Diap1/slim/hppy/rdx/Ptp61F/Sac1,29,1.8161073560998677,0.8608494876150624,2.529247919798936
bp,GO:1903050,regulation of proteolysis involved in protein catabolic process,30/1637,30,1637,65/6356,65,6356,2.8383017333346336e-4,0.0031138650084156657,0.002403201825311951,Pka-C1/eIF4A/dco/sgg/Ubc6/poe/CkIalpha/Cul1/Usp47/eIF3h/EloB/SkpA/Roc1a/Tnks/REG/UbcE2H/CG8974/CG15445/Usp2/Ufd4/Pomp/PI31/CG8405/Rnf146/Kcmf1/RanBPM/fzr/CkIIalpha/slmb/TER94,30,1.7920210516423098,0.8415875854544295,2.5067002187977425
bp,GO:0030177,positive regulation of Wnt signaling pathway,25/1637,25,1637,51/6356,51,6356,2.8555070301900014e-4,0.003117606709289567,0.0024060895748918548,flw/dco/hyd/Pp1alpha-96A/Pp1-87B/mts/tws/Eip63E/Ssdp/Usp47/CtBP/Tnks/Nulp1/Kap3/CycY/Vps35/Hipk/Rnf146/ATP6AP2/trbd/Usp8/gish/Diap1/Flo2/RpS12,25,1.9032903326266366,0.9284956506775949,2.5061786725847846
bp,GO:1903052,positive regulation of proteolysis involved in protein catabolic process,25/1637,25,1637,51/6356,51,6356,2.8555070301900014e-4,0.003117606709289567,0.0024060895748918548,Pka-C1/eIF4A/dco/sgg/Ubc6/poe/CkIalpha/Cul1/EloB/SkpA/Roc1a/Tnks/UbcE2H/CG8974/Usp2/Ufd4/Pomp/PI31/CG8405/Rnf146/Kcmf1/RanBPM/fzr/slmb/TER94,25,1.9032903326266366,0.9284956506775949,2.5061786725847846
bp,GO:0055067,monovalent inorganic cation homeostasis,19/1637,19,1637,35/6356,35,6356,2.9078662553498586e-4,0.003167121801007557,0.002444304063469735,Atpalpha/Raf/Vha55/nrv1/nrv2/Rbcn-3B/Vha100-2/Vha100-1/Nhe3/nrv3/Ae2/Ncc69/ClC-c/NKCC/VhaAC45/Vha16-1/Vha68-2/Vha68-1/VhaAC39-1,19,2.1077580940745264,1.0757092993729847,2.4993352342320367
bp,GO:0017148,negative regulation of translation,31/1637,31,1637,68/6356,68,6356,2.970439666524998e-4,0.0032274969453588917,0.0024909000644898387,bru1/pum/me31B/Hrb27C/orb/Pabp2/heph/msi/twin/Rga/Fmr1/Pink1/Not3/PAN3/Srp9/Pop2/RpL13A/Paip2/Ythdf/Rbfox1/eIF4EHP/Not1/kra/bru2/Unr/sqd/bru3/orb2/tn/Ge-1/bsf,31,1.7700600093427719,0.8237982720109014,2.4911341600962147
bp,GO:0046843,dorsal appendage formation,22/1637,22,1637,43/6356,43,6356,3.037718078642863e-4,0.003292682425771161,0.0025412085605509144,bsk/cact/cni/emc/Jra/Khc/Raf/rl/shi/Klc/hep/Rac1/Cdc42/Rac2/Lis-1/lama/Syp/mask/RanBPM/cic/smt3/slmb,22,1.986503956471708,0.9902316668095649,2.482450154312717
bp,GO:0016476,regulation of embryonic cell shape,12/1637,12,1637,18/6356,18,6356,3.066733683220296e-4,0.0033019075332049886,0.0025483282638661692,cta/Rap1/hop/Rac1/msn/Rac2/Rho1/Rab11/RhoGEF2/Rab35/pyd/PDZ-GEF,12,2.5884748523722254,1.3721023021532093,2.481235092908815
bp,GO:0030004,cellular monovalent inorganic cation homeostasis,17/1637,17,1637,30/6356,30,6356,3.0681441680223344e-4,0.0033019075332049886,0.0025483282638661692,Atpalpha/Raf/Vha55/nrv1/nrv2/Rbcn-3B/Vha100-2/Vha100-1/Nhe3/nrv3/Ae2/ClC-c/VhaAC45/Vha16-1/Vha68-2/Vha68-1/VhaAC39-1,17,2.2002036245163916,1.1376370485161864,2.481235092908815
bp,GO:1903320,regulation of protein modification by small protein conjugation or removal,17/1637,17,1637,30/6356,30,6356,3.0681441680223344e-4,0.0033019075332049886,0.0025483282638661692,hyd/rb/Diap2/Cul1/Rack1/CG4911/SCCRO/SCCRO4/Son/krz/CG17059/bchs/Ndfip/Atg8a/Diap1/ctrip/fzr,17,2.2002036245163916,1.1376370485161864,2.481235092908815
bp,GO:2000058,regulation of ubiquitin-dependent protein catabolic process,27/1637,27,1637,57/6356,57,6356,3.362240595015684e-4,0.0036098165058125638,0.0027859645785428123,Pka-C1/eIF4A/dco/sgg/Ubc6/poe/CkIalpha/Cul1/Usp47/eIF3h/EloB/SkpA/Roc1a/Tnks/UbcE2H/CG8974/CG15445/Ufd4/Pomp/PI31/Rnf146/Kcmf1/RanBPM/fzr/CkIIalpha/slmb/TER94,27,1.8391795003697389,0.8790622908730922,2.442514873589756
bp,GO:0045597,positive regulation of cell differentiation,40/1637,40,1637,95/6356,95,6356,3.438819152371449e-4,0.003683284968890746,0.0028426656699822852,bru1/bsk/EcR/DCTN1-p150/Hsp83/Raf/Ras85D/rl/Tm2/RasGAP1/Rac1/Arf79F/Cdc37/ctp/shot/Cul1/Lis-1/nudC/Dap160/Roc1a/DAAM/Fmr1/Mkrn1/Pdcd4/Mlf/nudE/Abp1/Sar1/atl/G9a/Rheb/Cka/mnb/Mob4/Dhc64C/aPKC/Sec23/DnaJ-1/slmb/Rab1,40,1.6348262225508794,0.7091372894307802,2.433764679290869
bp,GO:0001754,eye photoreceptor cell differentiation,59/1637,59,1637,154/6356,154,6356,3.547249797748524e-4,0.003790441864260834,0.002925366636739731,Cam/csw/Dab/Lar/emc/DCTN1-p150/hth/Jra/Khc/l(2)gl/Raf/Ras85D/rl/svp/sw/mts/RasGAP1/Rap1/drk/hop/Mbs/Dsor1/Rac1/eff/Moe/msi/tsr/sty/Rala/Lis-1/rin/Rab11/Rab6/fry/Past1/Usp47/dos/Cbl/msk/Pten/Amph/EMC3/Slik/AP-1sigma/mask/Liprin-alpha/Synd/alph/Mob2/didum/capt/Src64B/scrib/pAbp/mbl/PDZ-GEF/Doa/rg/Vps4,59,1.4875326262009219,0.5729213115413055,2.421310159946272
bp,GO:0051650,establishment of vesicle localization,28/1637,28,1637,60/6356,60,6356,3.5797999485167914e-4,0.0038162018319094094,0.0029452475246734473,g/DCTN1-p150/Khc/sesB/shi/Rop/jar/Snap25/Lis-1/Rab11/Rab7/Drp1/Fmr1/Rab35/Syngr/nudE/ArfGAP3/Sar1/Miro/Liprin-alpha/ALiX/lap/didum/Dhc64C/Sec23/milt/AP-2alpha/unc-104,28,1.8119323966605576,0.8575291293234509,2.4183686643226214
bp,GO:0046856,phosphatidylinositol dephosphorylation,11/1637,11,1637,16/6356,16,6356,3.7177860903160224e-4,0.003953974853700805,0.003051577239209238,Ocrl/Pten/CG3530/CG3632/CG9784/CG6805/Synj/CG6707/CG7956/5PtaseI/Sac1,11,2.6693646915088576,1.4164964215116629,2.402966097018732
bp,GO:0070302,regulation of stress-activated protein kinase signaling cascade,29/1637,29,1637,63/6356,63,6356,3.7723576245968606e-4,0.004002595413891505,0.003089101351103038,ben/flw/sgg/Rac1/Cdc42/cpb/Rala/syd/Crk/SkpA/ics/HUWE1/Mnn1/CYLD/cpa/Uev1A/fmt/XNP/Cka/ALiX/alph/Alg-2/cno/Diap1/slim/hppy/rdx/Ptp61F/Sac1,29,1.7872802552093936,0.8377658745020211,2.397658306571017
bp,GO:0030833,regulation of actin filament polymerization,24/1637,24,1637,49/6356,49,6356,3.821906072253078e-4,0.00404567106477375,0.0031223460430042406,Arpc1/dco/Lam/shi/Gel/Cdc42/LamC/cpb/Rack1/DAAM/GMF/CG6891/Arpc5/Arpc2/cpa/Cip4/Abp1/Sra-1/RhoGAP92B/CG31715/CG32066/IRSp53/tmod/Arpc4,24,1.9017366262326556,0.9273174594803136,2.393009430650964
bp,GO:0048102,autophagic cell death,14/1637,14,1637,23/6356,23,6356,3.8584060246796005e-4,0.004074765241016774,0.003144800188339448,Cam/EcR/l(2)gl/Itpr/hdc/ctp/BRWD3/BI-1/Atg17/Idh3b/Trf2/Mdh2/bel/Pak,14,2.3633900826007275,1.2408577688749567,2.3898974071615218
bp,GO:0001667,ameboidal-type cell migration,56/1637,56,1637,145/6356,145,6356,3.921509272932871e-4,0.004131753359826708,0.003188782169181581,awd/bsk/csw/cta/Lar/EcR/ena/Gbeta13F/if/Raf/Ras85D/shi/sqh/Rap1/drk/mys/Hrb27C/hop/Ggamma1/Dsor1/hep/Rac1/Akt1/htl/msn/jar/cpb/tsr/Rab5/Rac2/Rho1/Rala/Lis-1/Rab11/Rab7/Cbl/Sin3A/Crk/CalpB/par-6/Stam/GMF/nudE/Sra-1/Mrtf/kuz/rhea/Diap1/par-1/sgl/Dhc64C/sqd/how/kis/dop/slmb,56,1.4995302593052893,0.5845106349170353,2.3838656110786633
bp,GO:0071495,cellular response to endogenous stimulus,70/1637,70,1637,190/6356,190,6356,4.0357342931117077e-4,0.004227940284844903,0.003263016791796928,csw/Lar/E(bx)/EcR/Galphas/gro/Hsp83/eIF4A/Raf/Ras85D/rl/sgg/vap/mts/Galphaq/GlyP/Rap1/drk/Dsor1/Akt1/htl/dock/Cdc37/sty/Cul1/Lis-1/Rab10/Nurf-38/Usp47/Pdk1/Pi3K21B/SkpA/Roc1a/TBPH/CG14812/Pten/STUB1/wdb/Ack/lqf/Lnk/Fmr1/Dd/Mkrn1/hiw/Tao/Pngl/RagC-D/lbk/Chd64/Mkp3/foxo/AdipoR/CycG/PIP4K/G9a/Rheb/HDAC4/wrd/spin/step/Mob4/Pp2A-29B/sxc/sgl/Src64B/smt3/Ptp61F/Glo1/slmb,70,1.4304729447320192,0.5164922114883841,2.3738711552684637
bp,GO:0009145,purine nucleoside triphosphate biosynthetic process,16/1637,16,1637,28/6356,28,6356,4.059570981466124e-4,0.004227940284844903,0.003263016791796928,awd/ras/sesB/ATPsynbeta/ATPsynG/blw/sun/ATPsynCF6/ATPsynD/ATPsynO/ATPsynB/ATPsyngamma/ATPsyndelta/ATPsynF/ATPsynE/ATPsynC,16,2.2186927306047646,1.1497098808167614,2.3738711552684637
bp,GO:0009205,purine ribonucleoside triphosphate metabolic process,16/1637,16,1637,28/6356,28,6356,4.059570981466124e-4,0.004227940284844903,0.003263016791796928,awd/ras/sesB/ATPsynbeta/ATPsynG/blw/sun/ATPsynCF6/ATPsynD/ATPsynO/ATPsynB/ATPsyngamma/ATPsyndelta/ATPsynF/ATPsynE/ATPsynC,16,2.2186927306047646,1.1497098808167614,2.3738711552684637
bp,GO:0009206,purine ribonucleoside triphosphate biosynthetic process,16/1637,16,1637,28/6356,28,6356,4.059570981466124e-4,0.004227940284844903,0.003263016791796928,awd/ras/sesB/ATPsynbeta/ATPsynG/blw/sun/ATPsynCF6/ATPsynD/ATPsynO/ATPsynB/ATPsyngamma/ATPsyndelta/ATPsynF/ATPsynE/ATPsynC,16,2.2186927306047646,1.1497098808167614,2.3738711552684637
bp,GO:1905952,regulation of lipid localization,16/1637,16,1637,28/6356,28,6356,4.059570981466124e-4,0.004227940284844903,0.003263016791796928,dco/mdy/Itpr/Akt1/ScpX/Pi3K21B/Npc1a/Pten/wdb/spidey/elm/foxo/LRP1/SERCA/Acsl/CaMKII,16,2.2186927306047646,1.1497098808167614,2.3738711552684637
bp,GO:0010942,positive regulation of cell death,32/1637,32,1637,72/6356,72,6356,4.202072174223899e-4,0.004366291086779776,0.003369792422354023,ben/bsk/EcR/l(2)gl/RpS3/hep/msn/Sep1/Dp/BRWD3/pnut/Cbl/Mkk4/Pten/Fmr1/Debcl/CYLD/Uev1A/Idh3b/Buffy/Rheb/Sec61alpha/Atg1/Atg13/fwe/Csk/Mdh2/bel/hppy/rdx/Pak/TER94,32,1.7256499015814837,0.7871398014320532,2.3598873146259187
bp,GO:0008069,"dorsal/ventral axis specification, ovarian follicular epithelium",10/1637,10,1637,14/6356,14,6356,4.3768161792215326e-4,0.004506425769950188,0.0034779448070831214,csw/Raf/orb/Parp/Dp/sty/rin/Cbl/lig/sqd,10,2.773365913255956,1.4716379757041238,2.3461677782570023
bp,GO:0014041,regulation of neuron maturation,10/1637,10,1637,14/6356,14,6356,4.3768161792215326e-4,0.004506425769950188,0.0034779448070831214,bsk/EcR/Fas2/hdc/Arf79F/ctp/Cul1/Roc1a/Dhc64C/slmb,10,2.773365913255956,1.4716379757041238,2.3461677782570023
bp,GO:1903429,regulation of cell maturation,10/1637,10,1637,14/6356,14,6356,4.3768161792215326e-4,0.004506425769950188,0.0034779448070831214,bsk/EcR/Fas2/hdc/Arf79F/ctp/Cul1/Roc1a/Dhc64C/slmb,10,2.773365913255956,1.4716379757041238,2.3461677782570023
bp,GO:1904799,regulation of neuron remodeling,10/1637,10,1637,14/6356,14,6356,4.3768161792215326e-4,0.004506425769950188,0.0034779448070831214,bsk/EcR/Fas2/hdc/Arf79F/ctp/Cul1/Roc1a/Dhc64C/slmb,10,2.773365913255956,1.4716379757041238,2.3461677782570023
bp,GO:0009719,response to endogenous stimulus,72/1637,72,1637,197/6356,197,6356,4.39886074162676e-4,0.004518829670943854,0.003487517822428489,csw/Lar/E(bx)/EcR/Galphas/gro/Hsp83/eIF4A/Raf/Ras85D/rl/sgg/vap/mts/Galphaq/GlyP/Rap1/drk/Dsor1/Akt1/htl/dock/Cdc37/sty/Cul1/Cpr/Lis-1/Rab10/Nurf-38/Usp47/Pdk1/Pi3K21B/trio/SkpA/Roc1a/TBPH/CG14812/Pten/STUB1/wdb/Ack/lqf/Lnk/Fmr1/Dd/Mkrn1/hiw/Tao/Pngl/RagC-D/lbk/Chd64/Mkp3/foxo/AdipoR/CycG/PIP4K/G9a/Rheb/HDAC4/wrd/spin/step/Mob4/Pp2A-29B/sxc/sgl/Src64B/smt3/Ptp61F/Glo1/slmb,72,1.4190623556152302,0.5049379848603016,2.3449740282999807
bp,GO:0006935,chemotaxis,71/1637,71,1637,194/6356,194,6356,4.596273368520882e-4,0.004710919643019135,0.003635767977868052,brm/bsk/Cam/Dab/Lar/ena/Fas2/if/Khc/ras/sm/Pp1-87B/ct/Galphaq/zfh1/mys/eIF2beta/hep/Rac1/Cdc42/dock/fra/Moe/Snr1/shot/Rac2/Rho1/Lis-1/Rab6/HDAC1/wun/14-3-3epsilon/chb/Pka-R2/trio/DIP2/DAAM/msps/Fmr1/SoxN/Nf-YC/CdGAPr/Cont/Sra-1/AP-1sigma/XNP/Sulf1/Rheb/SCAR/Liprin-alpha/Unc-115a/Trim9/LRP1/kra/beta-Spec/alpha-Spec/Nedd4/mmy/kuz/capt/Bsg/Src64B/Acsl/hts/Hmgcr/Nrg/kis/Hsc70-4/Ptp61F/Pak/Sac1,71,1.4209926380290825,0.5068990801919199,2.326894303719952
bp,GO:0014067,negative regulation of phosphatidylinositol 3-kinase signaling,7/1637,7,1637,8/6356,8,6356,4.6185185491716613e-4,0.00471234849712323,0.0036368707311286406,Cul1/Pten/spidey/Atg18a/PIP4K/Atg1/Ptp61F,7,3.3973732437385458,1.7644197249319695,2.3267625992097165
bp,GO:0035158,"regulation of tube diameter, open tracheal system",7/1637,7,1637,8/6356,8,6356,4.6185185491716613e-4,0.00471234849712323,0.0036368707311286406,Fas2/Atpalpha/nrv2/gammaCOP/deltaCOP/Sec24CD/garz,7,3.3973732437385458,1.7644197249319695,2.3267625992097165
bp,GO:0031440,regulation of mRNA 3'-end processing,9/1637,9,1637,12/6356,12,6356,4.923586111429487e-4,0.005012299374698486,0.0038683651904403314,swm/B52/Nab2/Fmr1/Rbp1-like/Cpsf6/Rbp1/SC35/SF2,9,2.9120342089187536,1.5420273035955216,2.299962997355327
bp,GO:2000060,positive regulation of ubiquitin-dependent protein catabolic process,23/1637,23,1637,47/6356,47,6356,5.118140728640157e-4,0.005198650807517642,0.004012186487217855,Pka-C1/eIF4A/dco/sgg/Ubc6/poe/CkIalpha/Cul1/EloB/SkpA/Roc1a/Tnks/UbcE2H/CG8974/Ufd4/Pomp/PI31/Rnf146/Kcmf1/RanBPM/fzr/slmb/TER94,23,1.900050689507272,0.9260379072537411,2.2841093530725423
bp,GO:0045175,basal protein localization,8/1637,8,1637,10/6356,10,6356,5.130735979941169e-4,0.0051997593339314085,0.004013042019713248,dlg1/l(2)gl/jar/Rab10/flfl/Crag/pins/scrib,8,3.1061698228466708,1.6351367079870034,2.2840167568198813
bp,GO:0007465,R7 cell fate commitment,17/1637,17,1637,31/6356,31,6356,5.176272672797038e-4,0.0052108580135952366,0.004021607698429114,csw/Dab/Raf/Ras85D/rl/mts/RasGAP1/Rap1/drk/Dsor1/Usp47/dos/Cbl/mask/alph/Src64B/PDZ-GEF,17,2.129229314048121,1.0903313337378298,2.2830907604068718
bp,GO:0009199,ribonucleoside triphosphate metabolic process,17/1637,17,1637,31/6356,31,6356,5.176272672797038e-4,0.0052108580135952366,0.004021607698429114,awd/ras/sesB/ATPsynbeta/ATPsynG/blw/sun/ATPsynCF6/ATPsynD/ATPsynO/ATPsynB/ATPsyngamma/ATPsyndelta/Ack/ATPsynF/ATPsynE/ATPsynC,17,2.129229314048121,1.0903313337378298,2.2830907604068718
bp,GO:0009201,ribonucleoside triphosphate biosynthetic process,17/1637,17,1637,31/6356,31,6356,5.176272672797038e-4,0.0052108580135952366,0.004021607698429114,awd/ras/sesB/ATPsynbeta/ATPsynG/blw/sun/ATPsynCF6/ATPsynD/ATPsynO/ATPsynB/ATPsyngamma/ATPsyndelta/Ack/ATPsynF/ATPsynE/ATPsynC,17,2.129229314048121,1.0903313337378298,2.2830907604068718
bp,GO:0032787,monocarboxylic acid metabolic process,59/1637,59,1637,156/6356,156,6356,5.238806024782074e-4,0.005262089607114439,0.004061146939445098,Ald1/Eno/Gapdh1/Gapdh2/Hex-A/Men/Pfk/Pgi/Pgd/Acbp2/wal/ND-ACP/AcCoAS/Pglym78/ATPCL/scu/Mtpbeta/bgm/CG5009/Pdha/Mtpalpha/Men-b/Pmp70/CG8814/Acbp1/Hacd1/Echs1/CG9149/Sc2/Mcad/Pex3/CG3961/Gabat/tzn/ELOVL/Mpc1/AdipoR/Pdhb/CG7834/CG9743/dj-1beta/yip2/FASN2/CG31522/CG31523/CG33110/Tpi/Desat1/Pgk/SREBP/whd/SERCA/Acsl/tn/PyK/Fatp1/FASN1/muc/Etf-QO,59,1.4684616950957818,0.5543056333739586,2.2788417606699296
bp,GO:0016334,establishment or maintenance of polarity of follicular epithelium,15/1637,15,1637,26/6356,26,6356,5.364677374802352e-4,0.005376572446586836,0.0041495018835558395,awd/csw/dlg1/l(2)gl/Raf/orb/Parp/Dp/sty/rin/Cbl/lig/aPKC/scrib/sqd,15,2.2400263145528876,1.163515680341792,2.2694944979232536
bp,GO:0002682,regulation of immune system process,63/1637,63,1637,169/6356,169,6356,5.401033724999019e-4,0.0053909318724204465,0.0041605841232420495,ben/brm/bsk/cact/Cat/E(bx)/EcR/Jra/dlg1/Lam/Pkc53E/Pp1alpha-96A/Ras85D/Su(var)2-10/GlyP/hop/faf/Sod2/Parp/hep/Rac1/Arf79F/Akt1/htl/eff/mtd/Deaf1/Rac2/Diap2/Rala/Cul1/wun/Nurf-38/Pitslre/Sin3A/Pli/SkpA/Crag/Pten/Spt6/Uba2/Ntf-2/Usp2/CYLD/TM9SF2/Sec31/Mlf/asrij/Herc4/Uev1A/trbd/foxo/puf/CG32795/EMRE/akirin/Gprk2/DnaJ-1/smt3/Doa/Ubc7/Dsp1/slmb,63,1.4474016186341736,0.5334652900920979,2.2683361565072606
bp,GO:0045664,regulation of neuron differentiation,30/1637,30,1637,67/6356,67,6356,5.402858712846156e-4,0.0053909318724204465,0.0041605841232420495,bsk/csw/Dab/EcR/Fas2/hth/Raf/Ras85D/rl/RasGAP1/Rap1/Mbs/hdc/Arf79F/eff/ctp/BRWD3/sty/Cul1/HDAC1/Usp47/Roc1a/mask/alph/mnb/Dhc64C/Src64B/pAbp/PDZ-GEF/slmb,30,1.738527885921644,0.7978662080251117,2.2683361565072606
bp,GO:0006836,neurotransmitter transport,42/1637,42,1637,103/6356,103,6356,5.580259360228782e-4,0.005555676719875351,0.004287730006908923,BicD/Chc/DCTN1-p150/Syb/Csp/Syt1/Rop/Syn/Rap1/Gdi/Cdc42/Arf79F/Snap25/Syx5/nSyb/Arf102F/Arf51F/CanB2/Syt4/Vap33/Rab3-GEF/Frq1/Cirl/Dyb/Syngr/Syx8/rogdi/Arl8/Scamp/cpx/Synd/Cadps/stmA/alphaSnap/Dys/lqfR/CG43066/Nsf2/Hsc70-4/Snap24/Syx7/Letm1,42,1.5832418999946625,0.6628816984699077,2.255263033427404
bp,GO:0001738,morphogenesis of a polarized epithelium,32/1637,32,1637,73/6356,73,6356,5.663100604854305e-4,0.005625761479987133,0.004341819642449315,DCTN1-p150/Galphao/Jra/dlg1/dco/Ras85D/shi/svp/Rap1/hop/Rac1/Cdc42/tsr/nmo/Rho1/sty/Rala/rin/Rok/par-6/msk/Pten/Hipk/ATP6AP2/gish/cno/par-1/Dhc64C/aPKC/scrib/Frl/LIMK1,32,1.7020108618337921,0.7672402439943483,2.2498186849190103
bp,GO:0060284,regulation of cell development,50/1637,50,1637,128/6356,128,6356,5.810145453918e-4,0.005759179265725736,0.004444788096556845,brm/bsk/csw/EcR/Fas2/DCTN1-p150/Hsp83/l(2)gl/mts/tws/Mbs/hdc/Rac1/Arf79F/Cdc37/Snr1/ctp/shot/sty/Cul1/Lis-1/HDAC1/nudC/Dap160/Roc1a/Fmr1/SoxN/Mkrn1/Rchy1/Ntan1/nudE/Abp1/barc/Sar1/atl/Ythdf/G9a/ago/Rheb/mask/Cka/Nedd4/Mob4/Dhc64C/aPKC/Sec23/pAbp/PDZ-GEF/slmb/Rab1,50,1.5166844838118507,0.6009209926490902,2.239639402994006
bp,GO:0006955,immune response,69/1637,69,1637,189/6356,189,6356,5.953294677739316e-4,0.005875303917768931,0.004534410149857066,ben/brm/bsk/cact/E(bx)/DCTN1-p150/Jra/dlg1/Lam/Pp1alpha-96A/Su(var)2-10/Galphaq/GlyP/faf/Parp/hep/Rac1/Cdc42/Arf79F/htl/eff/Mef2/mtd/Cp1/Deaf1/Rac2/Rho1/Diap2/Rala/Cul1/wun/Pitslre/Pli/SkpA/Crag/Pten/Eb1/Ack/Atf3/Spt6/Uba2/Ntf-2/Usp2/Zir/CYLD/TM9SF2/Sec31/asrij/Herc4/Uev1A/CG4080/Mkp3/trbd/foxo/puf/CG32795/EMRE/akirin/Dhc64C/aPKC/Gprk2/Src64B/Flo2/smt3/Nrg/Doa/Ubc7/Dsp1/slmb,69,1.417498133441933,0.503346835431462,2.230969663286668
bp,GO:0097485,neuron projection guidance,69/1637,69,1637,189/6356,189,6356,5.953294677739316e-4,0.005875303917768931,0.004534410149857066,brm/bsk/Cam/Dab/Lar/ena/Fas2/if/Khc/ras/sm/Pp1-87B/ct/Galphaq/zfh1/mys/eIF2beta/hep/Rac1/Cdc42/dock/fra/Moe/Snr1/shot/Rac2/Rho1/Lis-1/Rab6/HDAC1/14-3-3epsilon/chb/Pka-R2/trio/DIP2/DAAM/msps/Fmr1/SoxN/Nf-YC/CdGAPr/Cont/Sra-1/AP-1sigma/XNP/Sulf1/Rheb/SCAR/Liprin-alpha/Unc-115a/Trim9/LRP1/kra/beta-Spec/alpha-Spec/Nedd4/mmy/kuz/capt/Bsg/Src64B/Acsl/hts/Nrg/kis/Hsc70-4/Ptp61F/Pak/Sac1,69,1.417498133441933,0.503346835431462,2.230969663286668
bp,GO:0042981,regulation of apoptotic process,55/1637,55,1637,144/6356,144,6356,6.059060504301285e-4,0.005966656531468804,0.004604913773937498,Pka-C1/EcR/dco/RpS3/Raf/Ras85D/sesB/Su(var)205/porin/Ubc6/mdy/Akt1/Sep1/Dp/pnut/Diap2/Cul1/RpL14/Cbl/Pdk1/Vps25/syd/SkpA/TBPH/Tip60/CG14812/msk/Pten/Ack/Debcl/Pink1/Rab3-GEF/Daxx/CG17019/CG7546/BI-1/Mics1/FBXO11/Prx3/Buffy/wrd/spin/pix/futsch/Diap1/Atg1/Ubr3/Atg13/fwe/hppy/rdx/Bruce/slmb/cass/TER94,55,1.4829803841715874,0.5684995149567127,2.2242689614488604
bp,GO:0016310,phosphorylation,119/1637,119,1637,357/6356,357,6356,6.151562807678343e-4,0.00604457910667524,0.004665052435845773,Ald1/Argk/ash2/awd/bsk/Cam/CkIIbeta/Pka-C1/Eno/Gapdh1/Gapdh2/Hex-A/l(2)gl/dco/Pfk/Pgi/Raf/Pkc53E/rl/sgg/shi/mts/fs(1)h/hop/Eip63E/Dsor1/hep/Rac1/Cdc42/Taf1/Akt1/htl/msn/PhKgamma/nmo/Rho1/sty/Pglym78/CkIalpha/Nak/fry/CaMKI/Cdk4/Pitslre/sktl/Pdk/Cbl/Pdk1/Fak/Rack1/Pkn/Pi3K21B/Pka-R2/Adk1/fray/bon/Dap160/Mkk4/CycT/Rok/par-6/Pten/wdb/Madm/CG7028/Ankle2/Ilk/Ack/ics/Pink1/CDK2AP1/Tao/CG17124/CycY/Tfb1/Slik/mri/Hipk/Cerk/Atg17/Tctp/CG6218/Ccm3/CycG/Stlk/Ddr/CG40191/Tpi/step/gish/Pgk/mnb/Pka-R1/Mob2/Gprk1/par-1/Atg1/yata/Atg13/CG17528/rdgA/aPKC/Gprk2/Csk/Src64B/hppy/SNF4Agamma/CkIIalpha/CaMKII/smt3/tn/Doa/PyK/dop/Ptp61F/Pak/Tlk/LIMK1/SRPK,119,1.294237426186113,0.3721023021532096,2.218633934342051
