ensembl_gene_id,ensembl_gene_name,human_homologs,GO_peroxisome_function,full_name,Myelin-24mo_protrusion_txn,Myelin-6mo_protrusion_txn,Myelin-P18_protrusion_txn,Myelin-P75_protrusion_txn
ENSMUSG00000027674,Pex5l,PEX5L,Yes,peroxisomal biogenesis factor 5-like [Source:MGI Symbol;Acc:MGI:1916672],59.81577555348013,92.99213203089437,27.850773013745876,55.056234265629335
ENSMUSG00000026728,Vim,VIM,Yes,vimentin [Source:MGI Symbol;Acc:MGI:98932],57.23586548562893,56.04644431461717,46.472786737240035,52.00025622086184
ENSMUSG00000033578,Tmem35a,TMEM35A,Yes,transmembrane protein 35A [Source:MGI Symbol;Acc:MGI:1914814],56.52672542509168,56.22783433611176,14.20609561384075,19.462656555211307
ENSMUSG00000027952,Pmvk,PMVK,Yes,phosphomevalonate kinase [Source:MGI Symbol;Acc:MGI:1915853],52.51057468869767,52.31274604930636,97.07834255817103,70.60660249070463
ENSMUSG00000026781,Acbd5,ACBD5,Yes,acyl-Coenzyme A binding domain containing 5 [Source:MGI Symbol;Acc:MGI:1921409],48.87450487544206,55.13204558226995,34.02338861221296,47.739744763617765
ENSMUSG00000001334,Fndc5,FNDC5,Yes,fibronectin type III domain containing 5 [Source:MGI Symbol;Acc:MGI:1917614],47.852650337544176,52.19796886494687,42.85756143197878,39.437249135385855
ENSMUSG00000034875,Nudt19,NUDT19,Yes,nudix (nucleoside diphosphate linked moiety X)-type motif 19 [Source:MGI Symbol;Acc:MGI:94203],46.06043951898892,50.12331759598842,59.511055892713685,47.840292109560664
ENSMUSG00000047866,Lonp2,LONP2,Yes,"lon peptidase 2, peroxisomal [Source:MGI Symbol;Acc:MGI:1914137]",44.28509544827177,52.97295583987623,31.11564670219693,33.73599247860433
ENSMUSG00000020777,Acox1,ACOX1,Yes,"acyl-Coenzyme A oxidase 1, palmitoyl [Source:MGI Symbol;Acc:MGI:1330812]",36.96072347494534,50.981612454778116,40.87230453779952,31.2466864939048
ENSMUSG00000030541,Idh2,IDH2,Yes,"isocitrate dehydrogenase 2 (NADP+), mitochondrial [Source:MGI Symbol;Acc:MGI:96414]",36.744439283076225,30.93114151420838,57.94101815636162,43.95741327970183
ENSMUSG00000036138,Acaa1a,ACAA1,Yes,acetyl-Coenzyme A acyltransferase 1A [Source:MGI Symbol;Acc:MGI:2148491],35.07911658230367,35.60838866820567,39.18376302560501,35.62164966841054
ENSMUSG00000034593,Myo5a,MYO5A,Yes,myosin VA [Source:MGI Symbol;Acc:MGI:105976],33.92980592069964,43.29582117453916,20.862427443050514,28.113676983686798
ENSMUSG00000022404,Slc25a17,SLC25A17,Yes,"solute carrier family 25 (mitochondrial carrier, peroxisomal membrane protein), member 17 [Source:MGI Symbol;Acc:MGI:1342248]",33.39720722210495,33.5075441350942,30.230001474162044,26.76751104812726
ENSMUSG00000018548,Trim37,TRIM37,Yes,tripartite motif-containing 37 [Source:MGI Symbol;Acc:MGI:2153072],31.908370502177313,45.56034494327891,48.93450087484371,31.642070144720854
ENSMUSG00000054808,Actn4,ACTN4,Yes,actinin alpha 4 [Source:MGI Symbol;Acc:MGI:1890773],31.686070774055523,47.40069380893643,33.912161699622914,25.848080547380462
ENSMUSG00000060675,Pla2g16,PLA2G16,Yes,"phospholipase A2, group XVI [Source:MGI Symbol;Acc:MGI:2179715]",30.510042599899737,36.95360507873602,34.123304835121054,36.117334721021805
ENSMUSG00000039910,Cited2,CITED2,Yes,"Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2 [Source:MGI Symbol;Acc:MGI:1306784]",30.25063688905213,31.565957317213673,45.07565068625076,31.79628866086446
ENSMUSG00000046711,Hmga1,HMGA1,Yes,high mobility group AT-hook 1 [Source:MGI Symbol;Acc:MGI:96160],29.428820217739407,41.27933818452963,44.99881128246055,22.13787775366033
ENSMUSG00000023170,Gps2,GPS2,Yes,G protein pathway suppressor 2 [Source:MGI Symbol;Acc:MGI:1891751],26.80051842215848,28.24890064163087,23.546767637260743,24.24198488449494
ENSMUSG00000024743,Syt7,SYT7,Yes,synaptotagmin VII [Source:MGI Symbol;Acc:MGI:1859545],26.64595135012697,34.20447222724149,16.553189188759426,18.07139477153315
ENSMUSG00000040374,Pex2,PEX2,Yes,peroxisomal biogenesis factor 2 [Source:MGI Symbol;Acc:MGI:107486],26.62298113619734,24.195429382237755,21.64357039647025,23.09070166092512
ENSMUSG00000031985,Gnpat,GNPAT,Yes,glyceronephosphate O-acyltransferase [Source:MGI Symbol;Acc:MGI:1343460],26.40660370854985,31.638374405071893,27.457006910726406,16.80335781809047
ENSMUSG00000021417,Eci2,ECI2,Yes,enoyl-Coenzyme A delta isomerase 2 [Source:MGI Symbol;Acc:MGI:1346064],26.153305902271473,30.53409527158003,31.04898273881403,28.85277371039408
ENSMUSG00000027203,Dut,DUT,Yes,deoxyuridine triphosphatase [Source:MGI Symbol;Acc:MGI:1346051],25.400115273615032,23.61339613530723,36.16601748621675,33.26786452653398
ENSMUSG00000028102,Pex11b,PEX11B,Yes,peroxisomal biogenesis factor 11 beta [Source:MGI Symbol;Acc:MGI:1338882],25.30964458461574,33.68286273223747,27.376119281733036,22.561199108170417
ENSMUSG00000107283,Mpv17,MPV17,Yes,MpV17 mitochondrial inner membrane protein [Source:MGI Symbol;Acc:MGI:97138],25.08995587032999,28.109783729989537,28.46999163426328,26.339207353987913
ENSMUSG00000024507,Hsd17b4,HSD17B4,Yes,hydroxysteroid (17-beta) dehydrogenase 4 [Source:MGI Symbol;Acc:MGI:105089],25.083754833449017,32.99171157028739,27.45109644207662,23.99458802526626
ENSMUSG00000005907,Pex1,PEX1,Yes,peroxisomal biogenesis factor 1 [Source:MGI Symbol;Acc:MGI:1918632],24.165417974653625,21.89829324499306,25.30871716351351,25.138792252547432
ENSMUSG00000028383,Hsdl2,HSDL2,Yes,hydroxysteroid dehydrogenase like 2 [Source:MGI Symbol;Acc:MGI:1919729],23.926405450620873,27.54421514324819,26.213018785230716,24.022960208574624
ENSMUSG00000003464,Pex19,PEX19,Yes,peroxisomal biogenesis factor 19 [Source:MGI Symbol;Acc:MGI:1334458],23.920432642914715,35.92511854691087,40.65473934636981,24.19033723128601
ENSMUSG00000028672,Hmgcl,HMGCL,Yes,3-hydroxy-3-methylglutaryl-Coenzyme A lyase [Source:MGI Symbol;Acc:MGI:96158],23.169522619495783,25.342614125039887,24.741935696201,21.62622171467536
ENSMUSG00000029864,Gstk1,GSTK1,Yes,glutathione S-transferase kappa 1 [Source:MGI Symbol;Acc:MGI:1923513],22.839769418385423,24.495589029047817,21.603223987378424,23.020814848523095
ENSMUSG00000028127,Abcd3,ABCD3,Yes,"ATP-binding cassette, sub-family D (ALD), member 3 [Source:MGI Symbol;Acc:MGI:1349216]",22.770758241390265,28.656672300375824,21.117429473837962,16.679530686225018
ENSMUSG00000020230,Prmt2,PRMT2,Yes,protein arginine N-methyltransferase 2 [Source:MGI Symbol;Acc:MGI:1316652],22.38396797485652,30.10563778575404,25.464370141267175,16.5167779065053
ENSMUSG00000058258,Idi1,IDI1,Yes,isopentenyl-diphosphate delta isomerase [Source:MGI Symbol;Acc:MGI:2442264],22.324735343543743,26.750125921686013,48.194323627688526,24.26738225030516
ENSMUSG00000030759,Far1,FAR1,Yes,fatty acyl CoA reductase 1 [Source:MGI Symbol;Acc:MGI:1914670],21.911613864937287,22.771816643165927,22.256857319604816,19.37420247713486
ENSMUSG00000031278,Acsl4,ACSL4,Yes,acyl-CoA synthetase long-chain family member 4 [Source:MGI Symbol;Acc:MGI:1354713],21.72325469259762,19.292881608729218,9.018403964646152,11.908976797559836
ENSMUSG00000027187,Cat,CAT,Yes,catalase [Source:MGI Symbol;Acc:MGI:88271],21.673380089904636,26.62786002520964,31.719824323041934,25.457423350444646
ENSMUSG00000025224,Gbf1,GBF1,Yes,golgi-specific brefeldin A-resistance factor 1 [Source:MGI Symbol;Acc:MGI:1861607],21.375282447277275,36.86255429509842,14.676407587308294,9.725007610472506
ENSMUSG00000010025,Aldh3a2,ALDH3A2,Yes,"aldehyde dehydrogenase family 3, subfamily A2 [Source:MGI Symbol;Acc:MGI:1353452]",21.220747318834366,26.410935085797536,22.29142454931121,21.1601961528238
ENSMUSG00000030226,Lmo3,LMO3,Yes,LIM domain only 3 [Source:MGI Symbol;Acc:MGI:102810],20.412478400321003,28.20597193936993,35.62804003421791,24.27695320674255
ENSMUSG00000058586,Serhl,SERHL2,Yes,serine hydrolase-like [Source:MGI Symbol;Acc:MGI:1890404],19.77102403259635,17.012760429366548,40.419227896246895,38.61816005285935
ENSMUSG00000022016,Akap11,AKAP11,Yes,A kinase (PRKA) anchor protein 11 [Source:MGI Symbol;Acc:MGI:2684060],19.512258833127152,27.202789418430687,14.512520820262088,15.594668836908935
ENSMUSG00000022679,Mpv17l,AC140504.1 | MPV17L,Yes,"Mpv17 transgene, kidney disease mutant-like [Source:MGI Symbol;Acc:MGI:2135951]",18.951007210637997,21.120245081848548,22.58908126037644,18.152547406189523
ENSMUSG00000035232,Pdk3,PDK3,Yes,"pyruvate dehydrogenase kinase, isoenzyme 3 [Source:MGI Symbol;Acc:MGI:2384308]",18.539126070990942,19.741678754823518,25.472649349046538,20.969330844138685
ENSMUSG00000019809,Pex3,PEX3,Yes,peroxisomal biogenesis factor 3 [Source:MGI Symbol;Acc:MGI:1929646],17.99335739607706,17.180208626779883,15.206938967077928,16.71043838662209
ENSMUSG00000025950,Idh1,IDH1,Yes,"isocitrate dehydrogenase 1 (NADP+), soluble [Source:MGI Symbol;Acc:MGI:96413]",17.941869510516735,25.725816473756762,39.96930163193186,16.2708374885593
ENSMUSG00000005069,Pex5,PEX5,Yes,peroxisomal biogenesis factor 5 [Source:MGI Symbol;Acc:MGI:1098808],17.382865675512278,19.375961624835213,20.384402477073877,14.937645507537566
ENSMUSG00000039428,Tmem135,TMEM135,Yes,transmembrane protein 135 [Source:MGI Symbol;Acc:MGI:1920009],17.355940673652178,20.173952922705475,14.93556124797596,13.79332214790986
ENSMUSG00000027222,Pex16,PEX16,Yes,peroxisomal biogenesis factor 16 [Source:MGI Symbol;Acc:MGI:1338829],16.840184309498493,19.908395422763437,18.34441099032597,13.567937007379381
ENSMUSG00000020184,Mdm2,MDM2,Yes,transformed mouse 3T3 cell double minute 2 [Source:MGI Symbol;Acc:MGI:96952],16.547577985817572,18.0305782803162,20.732047179819478,15.932265498753994
ENSMUSG00000032571,Pik3r4,PIK3R4,Yes,phosphoinositide-3-kinase regulatory subunit 4 [Source:MGI Symbol;Acc:MGI:1922919],16.519514097189788,16.81259895273169,13.523405634585567,16.029345744945505
ENSMUSG00000020003,Pex7,PEX7,Yes,peroxisomal biogenesis factor 7 [Source:MGI Symbol;Acc:MGI:1321392],15.340880863393348,17.63963613430577,18.53498199607312,13.254371677105404
ENSMUSG00000020283,Pex13,PEX13,Yes,peroxisomal biogenesis factor 13 [Source:MGI Symbol;Acc:MGI:1919379],15.051166093245554,18.17152036995861,9.441961029917541,9.547311431105898
ENSMUSG00000003623,Crot,CROT,Yes,carnitine O-octanoyltransferase [Source:MGI Symbol;Acc:MGI:1921364],14.549386226863962,15.300207046746383,15.390342031526293,13.501275697427229
ENSMUSG00000033628,Pik3c3,PIK3C3,Yes,phosphatidylinositol 3-kinase catalytic subunit type 3 [Source:MGI Symbol;Acc:MGI:2445019],14.354685091383292,19.15731910557749,12.780916971408079,12.003827072879254
ENSMUSG00000060657,Marf1,MARF1,Yes,meiosis regulator and mRNA stability 1 [Source:MGI Symbol;Acc:MGI:2444505],13.503251311011917,14.590652100083755,12.393921848416069,14.455550051865075
ENSMUSG00000026853,Crat,CRAT,Yes,carnitine acetyltransferase [Source:MGI Symbol;Acc:MGI:109501],13.304352948822087,14.717531199653216,11.219723054388185,10.582164453517459
ENSMUSG00000033382,Trappc8,TRAPPC8,Yes,trafficking protein particle complex 8 [Source:MGI Symbol;Acc:MGI:2443008],12.845029470751854,15.542539008303695,9.878116722099133,10.23090222133267
ENSMUSG00000002763,Pex6,PEX6,Yes,peroxisomal biogenesis factor 6 [Source:MGI Symbol;Acc:MGI:2385054],12.626349752243007,13.17350547655301,11.35192970758324,10.660939552588621
ENSMUSG00000041939,Mvk,MVK,Yes,mevalonate kinase [Source:MGI Symbol;Acc:MGI:107624],12.419445093021857,14.9522937546325,26.13610226139932,17.974223673782646
ENSMUSG00000017307,Acot8,ACOT8,Yes,acyl-CoA thioesterase 8 [Source:MGI Symbol;Acc:MGI:2158201],12.336496477828131,13.66855130042598,15.753548690772783,13.007113999829523
ENSMUSG00000022040,Ephx2,EPHX2,Yes,"epoxide hydrolase 2, cytoplasmic [Source:MGI Symbol;Acc:MGI:99500]",12.322843999158227,13.092678066368142,9.568758652098698,13.833860629520215
ENSMUSG00000058997,Vwa8,VWA8,Yes,von Willebrand factor A domain containing 8 [Source:MGI Symbol;Acc:MGI:1919008],11.960134452300599,13.867828524367306,10.491785270394812,12.247495375397177
ENSMUSG00000022210,Dhrs4,DHRS4 | DHRS4L2,Yes,dehydrogenase/reductase (SDR family) member 4 [Source:MGI Symbol;Acc:MGI:90169],11.706445442185098,12.226127441765398,15.744072828696414,12.315556241745563
ENSMUSG00000014763,Fam120b,FAM120B,Yes,"family with sequence similarity 120, member B [Source:MGI Symbol;Acc:MGI:1914794]",11.355840189377721,15.16354688140264,8.617322997092185,8.508529047328546
ENSMUSG00000031767,Nudt7,NUDT7,Yes,nudix (nucleoside diphosphate linked moiety X)-type motif 7 [Source:MGI Symbol;Acc:MGI:1914778],10.884748114559418,9.460052247396892,12.49716024606079,12.251678961187316
ENSMUSG00000041241,Mul1,MUL1,Yes,mitochondrial ubiquitin ligase activator of NFKB 1 [Source:MGI Symbol;Acc:MGI:1915600],10.874779190996973,12.296718147522531,9.773447294769182,8.183713026184485
ENSMUSG00000036775,Decr2,DECR2,Yes,"2-4-dienoyl-Coenzyme A reductase 2, peroxisomal [Source:MGI Symbol;Acc:MGI:1347059]",10.492208429336015,11.225106465294154,9.723032847275505,8.0010569950081
ENSMUSG00000018796,Acsl1,ACSL1,Yes,acyl-CoA synthetase long-chain family member 1 [Source:MGI Symbol;Acc:MGI:102797],10.463196934569863,13.353733180180047,11.695984584171173,9.611575526409629
ENSMUSG00000074064,Mlycd,MLYCD,Yes,malonyl-CoA decarboxylase [Source:MGI Symbol;Acc:MGI:1928485],10.376176591686095,12.202860905499763,13.224167905536419,11.409770505484415
ENSMUSG00000028975,Pex14,PEX14,Yes,peroxisomal biogenesis factor 14 [Source:MGI Symbol;Acc:MGI:1927868],10.018021191529577,17.80641099615803,5.469166234630945,3.2658612408514265
ENSMUSG00000052914,Cyp2j6,CYP2C8,Yes,"cytochrome P450, family 2, subfamily j, polypeptide 6 [Source:MGI Symbol;Acc:MGI:1270148]",9.923909931259413,11.094612274612128,5.8271893198576965,7.100458378138007
ENSMUSG00000021884,Hacl1,HACL1,Yes,2-hydroxyacyl-CoA lyase 1 [Source:MGI Symbol;Acc:MGI:1929657],9.28846089122321,8.937888959289477,12.715195464807064,13.424718582222884
ENSMUSG00000024601,Isoc1,ISOC1,Yes,isochorismatase domain containing 1 [Source:MGI Symbol;Acc:MGI:1913557],8.857227539516128,10.733894715248358,10.359207626058367,8.407394696747852
ENSMUSG00000006517,Mvd,MVD,Yes,mevalonate (diphospho) decarboxylase [Source:MGI Symbol;Acc:MGI:2179327],8.345212762216676,11.113516564836837,24.413388177129264,10.167567181374956
ENSMUSG00000090150,Acad11,ACAD11,Yes,"acyl-Coenzyme A dehydrogenase family, member 11 [Source:MGI Symbol;Acc:MGI:2143169]",8.291662101210473,11.487184877449266,7.595776057901523,6.861903463555804
ENSMUSG00000055782,Abcd2,ABCD2,Yes,"ATP-binding cassette, sub-family D (ALD), member 2 [Source:MGI Symbol;Acc:MGI:1349467]",8.175400637601403,10.354263115912087,5.190983880476738,5.257456553874233
ENSMUSG00000018160,Med1,MED1,Yes,mediator complex subunit 1 [Source:MGI Symbol;Acc:MGI:1100846],8.158812573688788,8.282282794688744,10.358486257157026,11.182495579335738
ENSMUSG00000056999,Ide,IDE,Yes,insulin degrading enzyme [Source:MGI Symbol;Acc:MGI:96412],7.868518190253864,14.053582140631217,9.961566823050221,9.044892931703588
ENSMUSG00000000876,Pxmp4,PXMP4,Yes,peroxisomal membrane protein 4 [Source:MGI Symbol;Acc:MGI:1891701],7.078428730312955,8.052497837525747,13.345027756695035,8.650193335558319
ENSMUSG00000024661,Fth1,,No,ferritin heavy polypeptide 1 [Source:MGI Symbol;Acc:MGI:95588],46177.3477344416,32895.56905904342,8580.746744731498,23149.789046311547
ENSMUSG00000041607,Mbp,MBP,No,myelin basic protein [Source:MGI Symbol;Acc:MGI:96925],32460.321932312738,35415.0431826957,79298.0603237185,25508.58989977267
ENSMUSG00000064358,mt-Co3,MT-CO3,No,mitochondrially encoded cytochrome c oxidase III [Source:MGI Symbol;Acc:MGI:102502],31109.44268970107,31527.81428859024,26798.784049932885,32144.0445716029
ENSMUSG00000064351,mt-Co1,MT-CO1,No,mitochondrially encoded cytochrome c oxidase I [Source:MGI Symbol;Acc:MGI:102504],28046.61024560987,32185.650140209826,21365.32000539416,20599.903616610813
ENSMUSG00000064339,mt-Rnr2,,No,mitochondrially encoded 16S rRNA [Source:MGI Symbol;Acc:MGI:102492],15021.134076863593,10872.143960702442,11001.039409038323,12356.690831422567
ENSMUSG00000064341,mt-Nd1,MT-ND1,No,mitochondrially encoded NADH dehydrogenase 1 [Source:MGI Symbol;Acc:MGI:101787],14487.130559168138,15678.244105208369,9903.931477286838,13837.484955274018
ENSMUSG00000064357,mt-Atp6,MT-ATP6,No,mitochondrially encoded ATP synthase 6 [Source:MGI Symbol;Acc:MGI:99927],13872.452972528676,15202.757090248337,12978.845801430556,18524.3925569038
ENSMUSG00000032517,Mobp,MOBP,No,myelin-associated oligodendrocytic basic protein [Source:MGI Symbol;Acc:MGI:108511],13832.309034378048,13911.808028100373,16461.394104465544,8880.59614340099
ENSMUSG00000064354,mt-Co2,MT-CO2,No,mitochondrially encoded cytochrome c oxidase II [Source:MGI Symbol;Acc:MGI:102503],12891.20781926188,13422.307861927386,12988.225784965583,20636.26914426533
ENSMUSG00000064337,mt-Rnr1,,No,mitochondrially encoded 12S rRNA [Source:MGI Symbol;Acc:MGI:102493],12096.456563136684,9797.628287979587,11551.157611922872,10586.357475519537
ENSMUSG00000064370,mt-Cytb,MT-CYB,No,mitochondrially encoded cytochrome b [Source:MGI Symbol;Acc:MGI:102501],11676.71620279257,12919.366277950252,11847.016659809125,12344.836073262495
ENSMUSG00000064360,mt-Nd3,MT-ND3,No,mitochondrially encoded NADH dehydrogenase 3 [Source:MGI Symbol;Acc:MGI:102499],10919.340406263109,9611.35213426592,3804.612721513408,6222.817048917303
ENSMUSG00000064363,mt-Nd4,MT-ND4,No,mitochondrially encoded NADH dehydrogenase 4 [Source:MGI Symbol;Acc:MGI:102498],10819.719169855158,12240.798596819934,10260.504796119503,10900.607793663052
ENSMUSG00000065947,mt-Nd4l,MT-ND4L,No,mitochondrially encoded NADH dehydrogenase 4L [Source:MGI Symbol;Acc:MGI:102497],10759.544651173459,12657.486765548065,8324.18641240897,8037.859020003122
ENSMUSG00000064345,mt-Nd2,MT-ND2,No,mitochondrially encoded NADH dehydrogenase 2 [Source:MGI Symbol;Acc:MGI:102500],10096.046859931095,10860.00492866674,6150.498783668581,8654.615696227436
ENSMUSG00000034892,Rps29,,No,ribosomal protein S29 [Source:MGI Symbol;Acc:MGI:107681],5052.152037260139,4008.7025993153643,2863.681059313341,5958.904330270804
ENSMUSG00000007892,Rplp1,RPLP1,No,"ribosomal protein, large, P1 [Source:MGI Symbol;Acc:MGI:1927099]",4762.435047420519,3967.8592885519006,2860.75634462241,4616.395293246442
ENSMUSG00000074129,Rpl13a,RPL13A,No,ribosomal protein L13A [Source:MGI Symbol;Acc:MGI:1351455],4598.278978748081,3585.0384710960748,2618.4149837716873,5472.42462380632
ENSMUSG00000030701,Plekhb1,PLEKHB1,No,"pleckstrin homology domain containing, family B (evectins) member 1 [Source:MGI Symbol;Acc:MGI:1351469]",4116.909694661402,4131.338860233216,1225.8518658459898,2889.215225297347
ENSMUSG00000025290,Rps24,,No,ribosomal protein S24 [Source:MGI Symbol;Acc:MGI:98147],3978.6499676335097,3149.5813459253686,2229.8521626130564,4571.000413307678
ENSMUSG00000064368,mt-Nd6,MT-ND6,No,mitochondrially encoded NADH dehydrogenase 6 [Source:MGI Symbol;Acc:MGI:102495],3752.881656494359,4405.277366313128,4086.5421134989333,4615.5788663336325
ENSMUSG00000039001,Rps21,RPS21,No,ribosomal protein S21 [Source:MGI Symbol;Acc:MGI:1913731],3688.1880710943187,2717.0965874706103,2312.2273723558233,4442.001204616861
ENSMUSG00000015090,Ptgds,PTGDS | AL807752.7,No,prostaglandin D2 synthase (brain) [Source:MGI Symbol;Acc:MGI:99261],3613.174182058164,3446.6767031087766,521.0514050679142,1791.243592648332
ENSMUSG00000002985,Apoe,APOE,No,apolipoprotein E [Source:MGI Symbol;Acc:MGI:88057],3600.9978108572645,3693.2218810114505,2431.223870491606,2406.6887555353296
ENSMUSG00000060126,Tpt1,,No,"tumor protein, translationally-controlled 1 [Source:MGI Symbol;Acc:MGI:104890]",3540.937842899294,3175.474642828283,3194.025024957376,4713.389916301866
ENSMUSG00000064367,mt-Nd5,MT-ND5,No,mitochondrially encoded NADH dehydrogenase 5 [Source:MGI Symbol;Acc:MGI:102496],3412.107737628165,3973.6324083887675,2828.588472038482,2736.729577437864
ENSMUSG00000071866,Ppia,PPIA,No,peptidylprolyl isomerase A [Source:MGI Symbol;Acc:MGI:97749],3063.1580452774215,2974.0508348324347,5771.213883675908,4733.7168485417815
ENSMUSG00000060938,Rpl26,AC135178.2,No,ribosomal protein L26 [Source:MGI Symbol;Acc:MGI:106022],2949.9867560965636,2443.811265355783,2129.6398882366207,3846.8333674517353
ENSMUSG00000057322,Rpl38,RPL38,No,ribosomal protein L38 [Source:MGI Symbol;Acc:MGI:1914921],2766.3930680495905,2219.918561263073,2408.3823542883606,3938.0779159597087
ENSMUSG00000025393,Atp5b,ATP5F1B,No,"ATP synthase, H+ transporting mitochondrial F1 complex, beta subunit [Source:MGI Symbol;Acc:MGI:107801]",2761.8073708218517,2710.5235497976983,3390.149734417541,3175.0091276677754
ENSMUSG00000015656,Hspa8,HSPA8,No,heat shock protein 8 [Source:MGI Symbol;Acc:MGI:105384],2665.367196168111,2721.567090729869,3411.1888368463365,3578.608912088087
ENSMUSG00000013523,Bcas1,BCAS1,No,breast carcinoma amplified sequence 1 [Source:MGI Symbol;Acc:MGI:1924210],2608.457456021518,2264.7154928131336,822.3710957110661,1582.5577921449835
ENSMUSG00000060636,Rpl35a,,No,ribosomal protein L35A [Source:MGI Symbol;Acc:MGI:1928894],2514.166938743712,1812.1377134564584,1521.3961510138688,3186.01649019818
ENSMUSG00000027447,Cst3,CST3,No,cystatin C [Source:MGI Symbol;Acc:MGI:102519],2498.7994776667606,2280.300099172311,1511.7043464174756,1549.6894246195209
ENSMUSG00000063457,Rps15,RPS15,No,ribosomal protein S15 [Source:MGI Symbol;Acc:MGI:98117],2447.420864226208,2095.8353910209835,1878.4782973294848,2778.656515394175
