"Input Order","Search Term","Mouse GeneID","MGIID","Mouse Symbol","Species 2","Fly GeneID","Fly Species Gene ID","Fly Symbol","Ensmbl ID (link HPA)","DIOPT Score","Weighted Score","Rank","Best Score","Best Score Reverse","Prediction Derived From","Alignment & Scores","Feedback","Gene Details"
"3","ENSMUSG00000000037","107815","1340042","Scml2","Fly","41168","FBgn0003334","Scm","","9","8.87","moderate","Yes","No","eggNOG, OrthoDB, TreeFam, Domainoid, Hieranoid, OrthoInspector, orthoMCL, Panther, SonicParanoid","","Add","G2F details (Scm)    DRscDB Data: (Scm)"
"3","ENSMUSG00000000037","107815","1340042","Scml2","Fly","34709","FBgn0032475","Sfmbt","","3","2.74","low","No","No","Compara, eggNOG, Phylome","","Add","G2F details (Sfmbt)    DRscDB Data: (Sfmbt)"
"4","ENSMUSG00000000049","11818","88058","Apoh","Fly","35949","FBgn0010114","hig","","3","3.05","moderate","Yes","No","Isobase, Panther, SwiftOrtho","","Add","G2F details (hig)    DRscDB Data: (hig)"
"5","ENSMUSG00000000056","67608","1914858","Narf","Fly","3355011","FBgn0262115","CG17683","","11","10.81","moderate","Yes","No","Compara, eggNOG, TreeFam, Domainoid, OMA, OrthoFinder, OrthoInspector, Panther, Phylome, SonicParanoid, SwiftOrtho","","Add","G2F details (CG17683)    DRscDB Data: (CG17683)"
"5","ENSMUSG00000000058","12390","107571","Cav2","","none found","","","","","","","","","","","",""
"6","ENSMUSG00000000078","23849","1346318","Klf6","Fly","2768719","FBgn0040765","luna","","12","11.98","high","Yes","Yes","Compara, eggNOG, OrthoDB, TreeFam, Domainoid, Inparanoid, OrthoFinder, OrthoInspector, Panther, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (luna)    DRscDB Data: (luna)"
"6","ENSMUSG00000000078","23849","1346318","Klf6","Fly","37654","FBgn0261705","CG42741","","5","5.02","moderate","No","No","OrthoDB, OrthoFinder, Panther, Phylome, SwiftOrtho","","Add","G2F details (CG42741)    DRscDB Data: (CG42741)"
"6","ENSMUSG00000000078","23849","1346318","Klf6","Fly","38436","FBgn0263239","dar1","","4","4.02","moderate","No","No","OrthoDB, Panther, Phylome, SwiftOrtho","","Add","G2F details (dar1)    DRscDB Data: (dar1)"
"6","ENSMUSG00000000078","23849","1346318","Klf6","Fly","42882","FBgn0039169","Spps","","3","2.91","low","No","No","OrthoFinder, Phylome, SwiftOrtho","","Add","G2F details (Spps)    DRscDB Data: (Spps)"
"7","ENSMUSG00000000085","29871","1352762","Scmh1","Fly","41168","FBgn0003334","Scm","","13","12.89","high","Yes","Yes","eggNOG, Isobase, TreeFam, Domainoid, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (Scm)    DRscDB Data: (Scm)"
"7","ENSMUSG00000000085","29871","1352762","Scmh1","Fly","34709","FBgn0032475","Sfmbt","","4","3.74","moderate","No","No","Compara, eggNOG, Phylome, SwiftOrtho","","Add","G2F details (Sfmbt)    DRscDB Data: (Sfmbt)"
"7","ENSMUSG00000000085","29871","1352762","Scmh1","Fly","43288","FBgn0002441","l(3)mbt","","3","2.84","low","No","No","Compara, Phylome, SwiftOrtho","","Add","G2F details (l(3)mbt)    DRscDB Data: (l(3)mbt)"
"8","ENSMUSG00000000088","12858","88474","Cox5a","Fly","41432","FBgn0019624","COX5A","","15","14.79","high","Yes","Yes","Compara, eggNOG, Homologene, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (COX5A)    DRscDB Data: (COX5A)"
"9","ENSMUSG00000000093","21385","98494","Tbx2","Fly","31379","FBgn0000179","bi","","13","12.89","high","Yes","Yes","eggNOG, Isobase, TreeFam, Domainoid, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (bi)    DRscDB Data: (bi)"
"9","ENSMUSG00000000093","21385","98494","Tbx2","Fly","39039","FBgn0028789","Doc1","","4","3.84","moderate","No","No","eggNOG, Phylome, RoundUp, SwiftOrtho","","Add","G2F details (Doc1)    DRscDB Data: (Doc1)"
"9","ENSMUSG00000000093","21385","98494","Tbx2","Fly","31778","FBgn0021767","org-1","","4","3.84","moderate","No","No","eggNOG, Phylome, RoundUp, SwiftOrtho","","Add","G2F details (org-1)    DRscDB Data: (org-1)"
"9","ENSMUSG00000000093","21385","98494","Tbx2","Fly","33770","FBgn0261963","mid","","4","3.74","moderate","No","No","Compara, eggNOG, Phylome, SwiftOrtho","","Add","G2F details (mid)    DRscDB Data: (mid)"
"9","ENSMUSG00000000093","21385","98494","Tbx2","Fly","33769","FBgn0016660","H15","","4","3.74","moderate","No","No","Compara, eggNOG, Phylome, SwiftOrtho","","Add","G2F details (H15)    DRscDB Data: (H15)"
"9","ENSMUSG00000000093","21385","98494","Tbx2","Fly","39038","FBgn0035956","Doc2","","3","2.81","low","No","No","eggNOG, Phylome, SwiftOrtho","","Add","G2F details (Doc2)    DRscDB Data: (Doc2)"
"9","ENSMUSG00000000093","21385","98494","Tbx2","Fly","39036","FBgn0035954","Doc3","","3","2.81","low","No","No","eggNOG, Phylome, SwiftOrtho","","Add","G2F details (Doc3)    DRscDB Data: (Doc3)"
"9","ENSMUSG00000000093","21385","98494","Tbx2","Fly","39349","FBgn0011723","byn","","3","2.81","low","No","No","eggNOG, Phylome, SwiftOrtho","","Add","G2F details (byn)    DRscDB Data: (byn)"
"10","ENSMUSG00000000094","21387","102556","Tbx4","Fly","39038","FBgn0035956","Doc2","","3","2.91","moderate","Yes","No","eggNOG, Panther, Phylome","","Add","G2F details (Doc2)    DRscDB Data: (Doc2)"
"10","ENSMUSG00000000094","21387","102556","Tbx4","Fly","39039","FBgn0028789","Doc1","","3","2.91","moderate","Yes","No","eggNOG, Panther, Phylome","","Add","G2F details (Doc1)    DRscDB Data: (Doc1)"
"10","ENSMUSG00000000094","21387","102556","Tbx4","Fly","39036","FBgn0035954","Doc3","","3","2.91","moderate","Yes","No","eggNOG, Panther, Phylome","","Add","G2F details (Doc3)    DRscDB Data: (Doc3)"
"10","ENSMUSG00000000094","21387","102556","Tbx4","Fly","31778","FBgn0021767","org-1","","3","2.91","moderate","Yes","No","eggNOG, Panther, Phylome","","Add","G2F details (org-1)    DRscDB Data: (org-1)"
"10","ENSMUSG00000000094","21387","102556","Tbx4","Fly","33770","FBgn0261963","mid","","3","2.74","moderate","Yes","No","Compara, eggNOG, Phylome","","Add","G2F details (mid)    DRscDB Data: (mid)"
"10","ENSMUSG00000000094","21387","102556","Tbx4","Fly","33769","FBgn0016660","H15","","3","2.74","moderate","Yes","No","Compara, eggNOG, Phylome","","Add","G2F details (H15)    DRscDB Data: (H15)"
"11","ENSMUSG00000000103","22768","99213","Zfy2","Fly","36158","FBgn0033569","CG12942","","1","1.1","low","Yes","No","Panther","","Add","G2F details (CG12942)    DRscDB Data: (CG12942)"
"11","ENSMUSG00000000103","22768","99213","Zfy2","Fly","42141","FBgn0038547","CG17803","","1","1.1","low","Yes","No","Panther","","Add","G2F details (CG17803)    DRscDB Data: (CG17803)"
"11","ENSMUSG00000000103","22768","99213","Zfy2","Fly","5740592","FBgn0039946","ATbp","","1","1.1","low","Yes","Yes","Panther","","Add","G2F details (ATbp)    DRscDB Data: (ATbp)"
"11","ENSMUSG00000000103","22768","99213","Zfy2","Fly","37935","FBgn0035036","CG4707","","1","1","low","Yes","No","SwiftOrtho","","Add","G2F details (CG4707)    DRscDB Data: (CG4707)"
"11","ENSMUSG00000000103","22768","99213","Zfy2","Fly","43070","FBgn0028647","CG11902","","1","1","low","Yes","No","SwiftOrtho","","Add","G2F details (CG11902)    DRscDB Data: (CG11902)"
"11","ENSMUSG00000000103","22768","99213","Zfy2","Fly","40414","FBgn0037120","CG11247","","1","1","low","Yes","No","SwiftOrtho","","Add","G2F details (CG11247)    DRscDB Data: (CG11247)"
"11","ENSMUSG00000000103","22768","99213","Zfy2","Fly","38719","FBgn0035691","CG7386","","1","1","low","Yes","Yes","SwiftOrtho","","Add","G2F details (CG7386)    DRscDB Data: (CG7386)"
"11","ENSMUSG00000000103","22768","99213","Zfy2","Fly","34622","FBgn0032401","Plzf","","1","1","low","Yes","Yes","SwiftOrtho","","Add","G2F details (Plzf)    DRscDB Data: (Plzf)"
"11","ENSMUSG00000000103","22768","99213","Zfy2","Fly","34962","FBgn0028895","CG17328","","1","1","low","Yes","Yes","SwiftOrtho","","Add","G2F details (CG17328)    DRscDB Data: (CG17328)"
"11","ENSMUSG00000000103","22768","99213","Zfy2","Fly","41001","FBgn0037584","CG7963","","1","1","low","Yes","Yes","SwiftOrtho","","Add","G2F details (CG7963)    DRscDB Data: (CG7963)"
"11","ENSMUSG00000000103","22768","99213","Zfy2","Fly","36068","FBgn0033491","CG18011","","1","1","low","Yes","No","OrthoFinder","","Add","G2F details (CG18011)    DRscDB Data: (CG18011)"
"11","ENSMUSG00000000103","22768","99213","Zfy2","Fly","41394","FBgn0037921","CG6808","","1","1","low","Yes","Yes","SwiftOrtho","","Add","G2F details (CG6808)    DRscDB Data: (CG6808)"
"11","ENSMUSG00000000103","22768","99213","Zfy2","Fly","34887","FBgn0028878","CG15269","","1","1","low","Yes","No","SwiftOrtho","","Add","G2F details (CG15269)    DRscDB Data: (CG15269)"
"11","ENSMUSG00000000103","22768","99213","Zfy2","Fly","38817","FBgn0035769","CTCF","","1","1","low","Yes","No","SwiftOrtho","","Add","G2F details (CTCF)    DRscDB Data: (CTCF)"
"11","ENSMUSG00000000103","22768","99213","Zfy2","Fly","35258","FBgn0032814","CG10366","","1","1","low","Yes","No","SwiftOrtho","","Add","G2F details (CG10366)    DRscDB Data: (CG10366)"
"11","ENSMUSG00000000103","22768","99213","Zfy2","Fly","43924","FBgn0027339","jim","","1","0.91","low","Yes","No","Phylome","","Add","G2F details (jim)    DRscDB Data: (jim)"
"11","ENSMUSG00000000103","22768","99213","Zfy2","Fly","2768685","FBgn0263490","mld","","1","0.91","low","Yes","No","Phylome","","Add","G2F details (mld)    DRscDB Data: (mld)"
"11","ENSMUSG00000000120","18053","97323","Ngfr","","none found","","","","","","","","","","","",""
"12","ENSMUSG00000000125","22415","98955","Wnt3","Fly","32838","FBgn0010194","Wnt5","","3","2.81","moderate","Yes","No","eggNOG, Phylome, SonicParanoid","","Add","G2F details (Wnt5)    DRscDB Data: (Wnt5)"
"12","ENSMUSG00000000125","22415","98955","Wnt3","Fly","35975","FBgn0004360","Wnt2","","3","2.81","moderate","Yes","No","eggNOG, Phylome, SonicParanoid","","Add","G2F details (Wnt2)    DRscDB Data: (Wnt2)"
"12","ENSMUSG00000000125","22415","98955","Wnt3","Fly","34009","FBgn0284084","wg","","3","2.81","moderate","Yes","No","eggNOG, OrthoInspector, Phylome","","Add","G2F details (wg)    DRscDB Data: (wg)"
"13","ENSMUSG00000000126","216795","2446084","Wnt9a","Fly","34007","FBgn0010453","Wnt4","","5","4.96","moderate","Yes","No","Domainoid, Inparanoid, OrthoFinder, Phylome, SonicParanoid","","Add","G2F details (Wnt4)    DRscDB Data: (Wnt4)"
"14","ENSMUSG00000000127","14158","105917","Fer","Fly","41118","FBgn0000723","FER","","14","13.86","high","Yes","Yes","eggNOG, Homologene, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (FER)    DRscDB Data: (FER)"
"14","ENSMUSG00000000127","14158","105917","Fer","Fly","45821","FBgn0000017","Abl","","3","2.81","low","No","No","OrthoFinder, orthoMCL, Phylome","","Add","G2F details (Abl)    DRscDB Data: (Abl)"
"15","ENSMUSG00000000131","74204","2429950","Xpo6","Fly","47141","FBgn0266572","ebo","","13","12.79","high","Yes","Yes","Compara, eggNOG, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp","","Add","G2F details (ebo)    DRscDB Data: (ebo)"
"16","ENSMUSG00000000134","209446","98511","Tfe3","Fly","3885647","FBgn0263112","Mitf","","13","12.89","high","Yes","Yes","Compara, eggNOG, OrthoDB, TreeFam, Domainoid, Inparanoid, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (Mitf)    DRscDB Data: (Mitf)"
"16","ENSMUSG00000000134","209446","98511","Tfe3","Fly","31384","FBgn0029711","Usf","","3","2.84","low","No","No","eggNOG, Phylome, RoundUp","","Add","G2F details (Usf)    DRscDB Data: (Usf)"
"17","ENSMUSG00000000142","12006","1270862","Axin2","Fly","43565","FBgn0026597","Axn","","13","12.86","moderate","Yes","No","eggNOG, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (Axn)    DRscDB Data: (Axn)"
"18","ENSMUSG00000000148","231841","1891679","Brat1","Fly","42497","FBgn0038854","CG7044","","5","5.02","high","Yes","Yes","Compara, TreeFam, Hieranoid, Panther, RoundUp","","Add","G2F details (CG7044)    DRscDB Data: (CG7044)"
"19","ENSMUSG00000000149","14673","95767","Gna12","Fly","3355131","FBgn0000384","cta","","15","14.8","moderate","Yes","No","Compara, eggNOG, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (cta)    DRscDB Data: (cta)"
"19","ENSMUSG00000000149","14673","95767","Gna12","Fly","38765","FBgn0001104","Galphai","","6","5.76","moderate","No","No","Compara, eggNOG, OrthoDB, OMA, Phylome, SonicParanoid","","Add","G2F details (Galphai)    DRscDB Data: (Galphai)"
"19","ENSMUSG00000000149","14673","95767","Gna12","Fly","36385","FBgn0033756","CG17760","","5","4.83","moderate","No","No","eggNOG, OrthoDB, OMA, Phylome, SonicParanoid","","Add","G2F details (CG17760)    DRscDB Data: (CG17760)"
"19","ENSMUSG00000000149","14673","95767","Gna12","Fly","36104","FBgn0001122","Galphao","","5","4.83","moderate","No","No","eggNOG, OrthoDB, OMA, Phylome, SonicParanoid","","Add","G2F details (Galphao)    DRscDB Data: (Galphao)"
"19","ENSMUSG00000000149","14673","95767","Gna12","Fly","246420","FBgn0050054","CG30054","","4","3.92","moderate","No","No","eggNOG, OrthoDB, OMA, SonicParanoid","","Add","G2F details (CG30054)    DRscDB Data: (CG30054)"
"19","ENSMUSG00000000149","14673","95767","Gna12","Fly","36384","FBgn0004435","Galphaq","","4","3.82","moderate","No","No","eggNOG, OMA, Phylome, SonicParanoid","","Add","G2F details (Galphaq)    DRscDB Data: (Galphaq)"
"19","ENSMUSG00000000149","14673","95767","Gna12","Fly","39861","FBgn0010223","Galphaf","","3","2.84","low","No","No","Compara, eggNOG, OrthoDB","","Add","G2F details (Galphaf)    DRscDB Data: (Galphaf)"
"20","ENSMUSG00000000154","18400","1336884","Slc22a18","Fly","40275","FBgn0037004","CG17637","","2","1.92","moderate","Yes","No","OMA, Phylome","","Add","G2F details (CG17637)    DRscDB Data: (CG17637)"
"20","ENSMUSG00000000154","18400","1336884","Slc22a18","Fly","40276","FBgn0037005","CG5078","","2","1.92","moderate","Yes","No","OMA, Phylome","","Add","G2F details (CG5078)    DRscDB Data: (CG5078)"
"20","ENSMUSG00000000154","18400","1336884","Slc22a18","Fly","40274","FBgn0037003","CG18281","","2","1.92","moderate","Yes","No","OMA, Phylome","","Add","G2F details (CG18281)    DRscDB Data: (CG18281)"
"20","ENSMUSG00000000154","18400","1336884","Slc22a18","Fly","42500","FBgn0028468","rtet","","2","1.91","moderate","Yes","No","Phylome, SwiftOrtho","","Add","G2F details (rtet)    DRscDB Data: (rtet)"
"21","ENSMUSG00000000157","16415","1277979","Itgb2l","Fly","44885","FBgn0004657","mys","","11","10.79","moderate","Yes","No","eggNOG, OrthoDB, TreeFam, Domainoid, OMA, OrthoFinder, orthoMCL, Panther, Phylome, SonicParanoid, SwiftOrtho","","Add","G2F details (mys)    DRscDB Data: (mys)"
"21","ENSMUSG00000000157","16415","1277979","Itgb2l","Fly","35368","FBgn0010395","Itgbn","","7","6.78","moderate","No","Yes","eggNOG, OrthoDB, TreeFam, orthoMCL, Panther, Phylome, SwiftOrtho","","Add","G2F details (Itgbn)    DRscDB Data: (Itgbn)"
"22","ENSMUSG00000000159","72058","1919308","Igsf5","Fly","42103","FBgn0261046","Dscam3","","1","0.91","low","Yes","No","Phylome","","Add","G2F details (Dscam3)    DRscDB Data: (Dscam3)"
"22","ENSMUSG00000000159","72058","1919308","Igsf5","Fly","7354433","FBgn0259714","DIP-epsilon","","1","0.91","low","Yes","No","Phylome","","Add","G2F details (DIP-epsilon)    DRscDB Data: (DIP-epsilon)"
"22","ENSMUSG00000000159","72058","1919308","Igsf5","Fly","45320","FBgn0284408","trol","","1","0.91","low","Yes","No","Phylome","","Add","G2F details (trol)    DRscDB Data: (trol)"
"22","ENSMUSG00000000159","72058","1919308","Igsf5","Fly","36363","FBgn0010238","Lac","","1","0.91","low","Yes","No","Phylome","","Add","G2F details (Lac)    DRscDB Data: (Lac)"
"22","ENSMUSG00000000159","72058","1919308","Igsf5","Fly","31322","FBgn0052791","DIP-alpha","","1","0.91","low","Yes","No","Phylome","","Add","G2F details (DIP-alpha)    DRscDB Data: (DIP-alpha)"
"22","ENSMUSG00000000159","72058","1919308","Igsf5","Fly","36521","FBgn0000633","CG17716","","1","0.91","low","Yes","No","Phylome","","Add","G2F details (CG17716)    DRscDB Data: (CG17716)"
"22","ENSMUSG00000000159","72058","1919308","Igsf5","Fly","44013","FBgn0086906","sls","","1","0.91","low","Yes","No","Phylome","","Add","G2F details (sls)    DRscDB Data: (sls)"
"22","ENSMUSG00000000159","72058","1919308","Igsf5","Fly","50296","FBgn0040823","dpr6","","1","0.91","low","Yes","No","Phylome","","Add","G2F details (dpr6)    DRscDB Data: (dpr6)"
"22","ENSMUSG00000000159","72058","1919308","Igsf5","Fly","43417","FBgn0039617","DIP-gamma","","1","0.91","low","Yes","No","Phylome","","Add","G2F details (DIP-gamma)    DRscDB Data: (DIP-gamma)"
"22","ENSMUSG00000000159","72058","1919308","Igsf5","Fly","40831","FBgn0000071","Ama","","1","0.91","low","Yes","No","Phylome","","Add","G2F details (Ama)    DRscDB Data: (Ama)"
"22","ENSMUSG00000000159","72058","1919308","Igsf5","Fly","33125","FBgn0259245","DIP-beta","","1","0.91","low","Yes","No","Phylome","","Add","G2F details (DIP-beta)    DRscDB Data: (DIP-beta)"
"22","ENSMUSG00000000159","72058","1919308","Igsf5","Fly","2769008","FBgn0263219","Dscam4","","1","0.91","low","Yes","No","Phylome","","Add","G2F details (Dscam4)    DRscDB Data: (Dscam4)"
"23","ENSMUSG00000000167","72614","1919864","Pih1d2","Fly","39082","FBgn0035986","CG4022","","4","4.02","high","Yes","Yes","Compara, TreeFam, Panther, RoundUp","","Add","G2F details (CG4022)    DRscDB Data: (CG4022)"
"24","ENSMUSG00000000168","235339","2385311","Dlat","Fly","34021","FBgn0283658","muc","","18","17.75","high","Yes","Yes","Compara, eggNOG, Homologene, Isobase, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (muc)    DRscDB Data: (muc)"
"24","ENSMUSG00000000168","235339","2385311","Dlat","Fly","32441","FBgn0030612","CG5599","","3","2.81","low","No","No","eggNOG, Phylome, SwiftOrtho","","Add","G2F details (CG5599)    DRscDB Data: (CG5599)"
"24","ENSMUSG00000000168","235339","2385311","Dlat","Fly","41360","FBgn0037891","CG5214","","3","2.81","low","No","No","eggNOG, Phylome, SwiftOrtho","","Add","G2F details (CG5214)    DRscDB Data: (CG5214)"
"25","ENSMUSG00000000171","66925","1914175","Sdhd","Fly","42808","FBgn0039112","SdhD","","14","13.73","high","Yes","Yes","Compara, eggNOG, Isobase, TreeFam, Domainoid, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (SdhD)    DRscDB Data: (SdhD)"
"26","ENSMUSG00000000182","64654","1891427","Fgf23","Fly","42356","FBgn0014135","bnl","","3","2.91","moderate","Yes","No","eggNOG, Panther, Phylome","","Add","G2F details (bnl)    DRscDB Data: (bnl)"
"27","ENSMUSG00000000183","14177","95520","Fgf6","Fly","42356","FBgn0014135","bnl","","5","4.87","moderate","Yes","No","eggNOG, TreeFam, OrthoInspector, Panther, Phylome","","Add","G2F details (bnl)    DRscDB Data: (bnl)"
"28","ENSMUSG00000000184","12444","88314","Ccnd2","Fly","32551","FBgn0010315","CycD","","14","13.78","high","Yes","Yes","Compara, eggNOG, Homologene, TreeFam, Domainoid, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (CycD)    DRscDB Data: (CycD)"
"29","ENSMUSG00000000194","277463","2139054","Gpr107","Fly","31866","FBgn0030109","CG12121","","14","13.78","high","Yes","Yes","Compara, eggNOG, Homologene, TreeFam, Domainoid, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (CG12121)    DRscDB Data: (CG12121)"
"30","ENSMUSG00000000197","338370","2444306","Nalcn","Fly","45338","FBgn0002917","na","","16","15.89","high","Yes","Yes","Compara, Homologene, Isobase, OrthoDB, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (na)    DRscDB Data: (na)"
"30","ENSMUSG00000000197","338370","2444306","Nalcn","Fly","32158","FBgn0263111","cac","","5","4.85","moderate","No","No","eggNOG, OrthoDB, Phylome, RoundUp, SwiftOrtho","","Add","G2F details (cac)    DRscDB Data: (cac)"
"30","ENSMUSG00000000197","338370","2444306","Nalcn","Fly","34950","FBgn0001991","Ca-alpha1D","","4","3.95","moderate","No","No","OrthoDB, Phylome, RoundUp, SwiftOrtho","","Add","G2F details (Ca-alpha1D)    DRscDB Data: (Ca-alpha1D)"
"30","ENSMUSG00000000197","338370","2444306","Nalcn","Fly","37981","FBgn0085434","NaCP60E","","4","3.84","moderate","No","No","eggNOG, Phylome, RoundUp, SwiftOrtho","","Add","G2F details (NaCP60E)    DRscDB Data: (NaCP60E)"
"30","ENSMUSG00000000197","338370","2444306","Nalcn","Fly","32619","FBgn0285944","para","","4","3.84","moderate","No","No","eggNOG, Phylome, RoundUp, SwiftOrtho","","Add","G2F details (para)    DRscDB Data: (para)"
"30","ENSMUSG00000000197","338370","2444306","Nalcn","Fly","31550","FBgn0264386","Ca-alpha1T","","3","2.82","low","No","No","eggNOG, OrthoDB, Phylome","","Add","G2F details (Ca-alpha1T)    DRscDB Data: (Ca-alpha1T)"
"31","ENSMUSG00000000202","72014","1919264","Btbd17","Fly","32125","FBgn0030330","Tango10","","12","11.83","high","Yes","Yes","Compara, eggNOG, Homologene, OrthoDB, Domainoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp","","Add","G2F details (Tango10)    DRscDB Data: (Tango10)"
"31","ENSMUSG00000000204","20558","1329010","Slfn4","","none found","","","","","","","","","","","",""
"32","ENSMUSG00000000214","21823","98735","Th","Fly","38746","FBgn0005626","ple","","16","15.74","high","Yes","Yes","Compara, eggNOG, Homologene, Isobase, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (ple)    DRscDB Data: (ple)"
"32","ENSMUSG00000000214","21823","98735","Th","Fly","38121","FBgn0035187","Trh","","4","3.82","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, Phylome","","Add","G2F details (Trh)    DRscDB Data: (Trh)"
"32","ENSMUSG00000000214","21823","98735","Th","Fly","38871","FBgn0001208","Hn","","3","2.81","low","No","No","eggNOG, OrthoFinder, Phylome","","Add","G2F details (Hn)    DRscDB Data: (Hn)"
"33","ENSMUSG00000000215","16334","96573","Ins2","Fly","2768992","FBgn0044048","Ilp5","","1","1","low","Yes","No","Hieranoid","","Add","G2F details (Ilp5)    DRscDB Data: (Ilp5)"
