"Input Order","Search Term","Mouse GeneID","MGIID","Mouse Symbol","Species 2","Fly GeneID","Fly Species Gene ID","Fly Symbol","Ensmbl ID (link HPA)","DIOPT Score","Weighted Score","Rank","Best Score","Best Score Reverse","Prediction Derived From","Alignment & Scores","Feedback","Gene Details"
"5","ENSMUSG00000025358","12566","104772","Cdk2","Fly","38433","FBgn0005640","Eip63E","","4","3.82","moderate","No","No","eggNOG, OrthoDB, Phylome, SwiftOrtho","","Add","G2F details (Eip63E)    DRscDB Data: (Eip63E)"
"5","ENSMUSG00000025358","12566","104772","Cdk2","Fly","36854","FBgn0016131","Cdk4","","3","2.81","low","No","No","eggNOG, Phylome, SwiftOrtho","","Add","G2F details (Cdk4)    DRscDB Data: (Cdk4)"
"6","ENSMUSG00000025359","20431","98301","Pmel","Fly","19835738","FBgn0265877","CG44666","","1","1","low","Yes","Yes","SwiftOrtho","","Add","G2F details (CG44666)    DRscDB Data: (CG44666)"
"6","ENSMUSG00000025359","20431","98301","Pmel","Fly","26067064","FBgn0267690","CG46026","","1","1","low","Yes","Yes","SwiftOrtho","","Add","G2F details (CG46026)    DRscDB Data: (CG46026)"
"6","ENSMUSG00000025359","20431","98301","Pmel","Fly","12798213","FBgn0263037","CG43332","","1","1","low","Yes","Yes","SwiftOrtho","","Add","G2F details (CG43332)    DRscDB Data: (CG43332)"
"6","ENSMUSG00000025359","20431","98301","Pmel","Fly","31368","FBgn0052774","Muc4B","","1","1","low","Yes","Yes","SwiftOrtho","","Add","G2F details (Muc4B)    DRscDB Data: (Muc4B)"
"6","ENSMUSG00000025359","20431","98301","Pmel","Fly","40574","FBgn0037260","Mur82C","","1","1","low","Yes","Yes","SwiftOrtho","","Add","G2F details (Mur82C)    DRscDB Data: (Mur82C)"
"6","ENSMUSG00000025359","20431","98301","Pmel","Fly","5740467","FBgn0085249","CG34220","","1","1","low","Yes","Yes","SwiftOrtho","","Add","G2F details (CG34220)    DRscDB Data: (CG34220)"
"7","ENSMUSG00000025362","27370","1351628","Rps26","Fly","35098","FBgn0261597","RpS26","","15","14.79","high","Yes","Yes","Compara, eggNOG, Homologene, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (RpS26)    DRscDB Data: (RpS26)"
"8","ENSMUSG00000025364","18813","894684","Pa2g4","Fly","38645","FBgn0035630","CG10576","","15","14.81","high","Yes","Yes","eggNOG, Homologene, Isobase, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (CG10576)    DRscDB Data: (CG10576)"
"8","ENSMUSG00000025364","18813","894684","Pa2g4","Fly","34294","FBgn0283478","und","","3","2.74","low","No","No","Compara, eggNOG, Phylome","","Add","G2F details (und)    DRscDB Data: (und)"
"9","ENSMUSG00000025366","23943","1344426","Esyt1","Fly","42929","FBgn0266758","Esyt2","","14","13.79","moderate","Yes","No","Compara, eggNOG, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (Esyt2)    DRscDB Data: (Esyt2)"
"10","ENSMUSG00000025369","68094","1915344","Smarcc2","Fly","41942","FBgn0002783","mor","","16","15.82","high","Yes","Yes","eggNOG, Homologene, Isobase, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (mor)    DRscDB Data: (mor)"
"11","ENSMUSG00000025370","12565","107433","Cdh9","Fly","35071","FBgn0262018","CadN2","","4","4.01","high","Yes","Yes","Domainoid, Panther, Phylome, SwiftOrtho","","Add","G2F details (CadN2)    DRscDB Data: (CadN2)"
"11","ENSMUSG00000025370","12565","107433","Cdh9","Fly","35070","FBgn0015609","CadN","","3","2.91","moderate","No","Yes","Domainoid, Phylome, SwiftOrtho","","Add","G2F details (CadN)    DRscDB Data: (CadN)"
"11","ENSMUSG00000025370","12565","107433","Cdh9","Fly","33627","FBgn0001075","ft","","3","2.91","low","No","No","Domainoid, Phylome, SwiftOrtho","","Add","G2F details (ft)    DRscDB Data: (ft)"
"12","ENSMUSG00000025371","208092","3583942","Chmp6","Fly","37581","FBgn0034744","Vps20","","16","15.79","high","Yes","Yes","Compara, eggNOG, Homologene, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (Vps20)    DRscDB Data: (Vps20)"
"13","ENSMUSG00000025372","108100","2137336","Baiap2","Fly","39258","FBgn0052082","IRSp53","","10","9.83","high","Yes","Yes","Compara, TreeFam, Domainoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (IRSp53)    DRscDB Data: (IRSp53)"
"14","ENSMUSG00000025373","67588","1914838","Rnf41","Fly","39735","FBgn0283649","elgi","","17","16.75","high","Yes","Yes","Compara, eggNOG, Homologene, Isobase, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (elgi)    DRscDB Data: (elgi)"
"14","ENSMUSG00000025373","67588","1914838","Rnf41","Fly","34777","FBgn0028847","CG9014","","4","3.78","moderate","No","No","eggNOG, OrthoDB, TreeFam, Phylome","","Add","G2F details (CG9014)    DRscDB Data: (CG9014)"
"14","ENSMUSG00000025373","67588","1914838","Rnf41","Fly","31746","FBgn0265464","Traf6","","3","2.82","low","No","No","eggNOG, OrthoDB, Phylome","","Add","G2F details (Traf6)    DRscDB Data: (Traf6)"
"15","ENSMUSG00000025374","69917","1917167","Nabp2","Fly","34018","FBgn0031909","CG5181","","12","11.86","moderate","Yes","No","eggNOG, OrthoDB, TreeFam, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (CG5181)    DRscDB Data: (CG5181)"
"15","ENSMUSG00000025375","11302","1197518","Aatk","","none found","","","","","","","","","","","",""
"15","ENSMUSG00000025377","78777","1926027","Tepsin","","none found","","","","","","","","","","","",""
"16","ENSMUSG00000025380","238021","2443337","Fscn2","Fly","31717","FBgn0003447","sn","","16","15.8","high","Yes","Yes","Compara, eggNOG, Homologene, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (sn)    DRscDB Data: (sn)"
"17","ENSMUSG00000025381","56530","1928477","Cnpy2","Fly","36046","FBgn0263260","sel","","14","13.8","high","Yes","Yes","Compara, eggNOG, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp","","Add","G2F details (sel)    DRscDB Data: (sel)"
"17","ENSMUSG00000025383","83430","1932410","Il23a","","none found","","","","","","","","","","","",""
"17","ENSMUSG00000025384","71885","1919135","Faap100","","none found","","","","","","","","","","","",""
"17","ENSMUSG00000025386","18588","97526","Pde6g","","none found","","","","","","","","","","","",""
"18","ENSMUSG00000025389","17339","96990","Mip","Fly","36236","FBgn0015872","Drip","","10","9.98","moderate","Yes","No","eggNOG, OrthoDB, Domainoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, Phylome, SonicParanoid","","Add","G2F details (Drip)    DRscDB Data: (Drip)"
"18","ENSMUSG00000025389","17339","96990","Mip","Fly","36237","FBgn0033635","Prip","","7","6.93","moderate","No","No","eggNOG, OrthoDB, OMA, OrthoFinder, Panther, Phylome, SonicParanoid","","Add","G2F details (Prip)    DRscDB Data: (Prip)"
"18","ENSMUSG00000025389","17339","96990","Mip","Fly","37737","FBgn0034883","Eglp2","","6","5.85","moderate","No","No","Compara, eggNOG, OrthoDB, OrthoFinder, Panther, Phylome","","Add","G2F details (Eglp2)    DRscDB Data: (Eglp2)"
"18","ENSMUSG00000025389","17339","96990","Mip","Fly","37736","FBgn0034882","Eglp1","","6","5.85","moderate","No","No","Compara, eggNOG, OrthoDB, OrthoFinder, Panther, Phylome","","Add","G2F details (Eglp1)    DRscDB Data: (Eglp1)"
"18","ENSMUSG00000025389","17339","96990","Mip","Fly","37739","FBgn0034885","Eglp4","","6","5.85","moderate","No","No","Compara, eggNOG, OrthoDB, OrthoFinder, Panther, Phylome","","Add","G2F details (Eglp4)    DRscDB Data: (Eglp4)"
"18","ENSMUSG00000025389","17339","96990","Mip","Fly","37738","FBgn0034884","Eglp3","","6","5.85","moderate","No","No","Compara, eggNOG, OrthoDB, OrthoFinder, Panther, Phylome","","Add","G2F details (Eglp3)    DRscDB Data: (Eglp3)"
"18","ENSMUSG00000025389","17339","96990","Mip","Fly","34330","FBgn0000180","bib","","3","2.82","low","No","No","eggNOG, OrthoDB, Phylome","","Add","G2F details (bib)    DRscDB Data: (bib)"
"19","ENSMUSG00000025393","11947","107801","Atp5b","Fly","43829","FBgn0010217","ATPsynbeta","","15","14.79","high","Yes","Yes","Compara, eggNOG, Homologene, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (ATPsynbeta)    DRscDB Data: (ATPsynbeta)"
"19","ENSMUSG00000025393","11947","107801","Atp5b","Fly","39761","FBgn0036568","ATPsynbetaL","","10","9.66","moderate","No","Yes","Compara, eggNOG, Isobase, TreeFam, OMA, OrthoFinder, orthoMCL, Panther, Phylome, SonicParanoid","","Add","G2F details (ATPsynbetaL)    DRscDB Data: (ATPsynbetaL)"
"20","ENSMUSG00000025395","19075","97757","Prim1","Fly","38942","FBgn0011762","DNApol-alpha50","","16","15.74","high","Yes","Yes","Compara, eggNOG, Homologene, Isobase, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (DNApol-alpha50)    DRscDB Data: (DNApol-alpha50)"
"21","ENSMUSG00000025396","27400","1351670","Hsd17b6","Fly","36293","FBgn0033679","CG8888","","11","11.06","moderate","Yes","No","OrthoDB, Domainoid, Hieranoid, OMA, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (CG8888)    DRscDB Data: (CG8888)"
"21","ENSMUSG00000025396","27400","1351670","Hsd17b6","Fly","43512","FBgn0262112","sro","","6","5.95","moderate","No","No","OrthoDB, OrthoFinder, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (sro)    DRscDB Data: (sro)"
"21","ENSMUSG00000025400","21334","98476","Tac2","","none found","","","","","","","","","","","",""
"22","ENSMUSG00000025401","432516","107732","Myo1a","Fly","2768680","FBgn0039157","Myo95E","","8","7.82","high","Yes","Yes","eggNOG, OrthoDB, Domainoid, Hieranoid, orthoMCL, Panther, Phylome, SwiftOrtho","","Add","G2F details (Myo95E)    DRscDB Data: (Myo95E)"
"22","ENSMUSG00000025401","432516","107732","Myo1a","Fly","34445","FBgn0086347","Myo31DF","","7","6.73","moderate","No","No","eggNOG, OrthoDB, OMA, OrthoFinder, orthoMCL, Phylome, SwiftOrtho","","Add","G2F details (Myo31DF)    DRscDB Data: (Myo31DF)"
"22","ENSMUSG00000025401","432516","107732","Myo1a","Fly","38153","FBgn0010246","Myo61F","","6","5.72","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, orthoMCL, Phylome, SwiftOrtho","","Add","G2F details (Myo61F)    DRscDB Data: (Myo61F)"
"22","ENSMUSG00000025401","432516","107732","Myo1a","Fly","42889","FBgn0011225","jar","","3","2.92","low","No","No","OrthoDB, Phylome, SwiftOrtho","","Add","G2F details (jar)    DRscDB Data: (jar)"
"23","ENSMUSG00000025402","17937","107563","Nab2","Fly","3346237","FBgn0259986","nab","","14","13.89","high","Yes","Yes","Compara, eggNOG, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (nab)    DRscDB Data: (nab)"
"24","ENSMUSG00000025403","108037","1277989","Shmt2","Fly","31524","FBgn0029823","Shmt","","10","9.8","moderate","Yes","No","eggNOG, Domainoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp, SonicParanoid","","Add","G2F details (Shmt)    DRscDB Data: (Shmt)"
"25","ENSMUSG00000025404","71750","1919000","R3hdm2","Fly","44543","FBgn0004875","enc","","8","7.99","moderate","Yes","No","eggNOG, TreeFam, Domainoid, Hieranoid, OrthoFinder, OrthoInspector, Panther, RoundUp","","Add","G2F details (enc)    DRscDB Data: (enc)"
"26","ENSMUSG00000025405","16325","105932","Inhbc","Fly","43826","FBgn0024913","Actbeta","","8","7.92","moderate","Yes","No","eggNOG, OrthoDB, Domainoid, OrthoFinder, OrthoInspector, Panther, Phylome, SonicParanoid","","Add","G2F details (Actbeta)    DRscDB Data: (Actbeta)"
"26","ENSMUSG00000025405","16325","105932","Inhbc","Fly","33474","FBgn0031461","daw","","7","6.92","moderate","No","No","eggNOG, OrthoDB, Hieranoid, OrthoFinder, Panther, Phylome, SonicParanoid","","Add","G2F details (daw)    DRscDB Data: (daw)"
"27","ENSMUSG00000025407","14632","95727","Gli1","Fly","43767","FBgn0004859","ci","","8","7.89","moderate","Yes","No","eggNOG, TreeFam, Domainoid, Hieranoid, OrthoInspector, orthoMCL, Panther, RoundUp","","Add","G2F details (ci)    DRscDB Data: (ci)"
"28","ENSMUSG00000025408","13198","109247","Ddit3","Fly","33759","FBgn0016076","vri","","2","1.81","moderate","Yes","No","eggNOG, Phylome","","Add","G2F details (vri)    DRscDB Data: (vri)"
"28","ENSMUSG00000025408","13198","109247","Ddit3","Fly","39243","FBgn0036126","Irbp18","","2","1.81","moderate","Yes","No","eggNOG, Phylome","","Add","G2F details (Irbp18)    DRscDB Data: (Irbp18)"
"28","ENSMUSG00000025408","13198","109247","Ddit3","Fly","36802","FBgn0034096","CG7786","","2","1.81","moderate","Yes","No","eggNOG, Phylome","","Add","G2F details (CG7786)    DRscDB Data: (CG7786)"
"28","ENSMUSG00000025408","13198","109247","Ddit3","Fly","37889","FBgn0005638","slbo","","2","1.81","moderate","Yes","No","eggNOG, Phylome","","Add","G2F details (slbo)    DRscDB Data: (slbo)"
"28","ENSMUSG00000025408","13198","109247","Ddit3","Fly","45588","FBgn0016694","Pdp1","","2","1.81","moderate","Yes","No","eggNOG, Phylome","","Add","G2F details (Pdp1)    DRscDB Data: (Pdp1)"
"29","ENSMUSG00000025409","110962","106378","Mbd6","Fly","42824","FBgn0016754","sba","","6","6.06","moderate","Yes","No","Compara, Domainoid, OrthoInspector, Panther, RoundUp, SwiftOrtho","","Add","G2F details (sba)    DRscDB Data: (sba)"
"30","ENSMUSG00000025410","69654","107733","Dctn2","Fly","44086","FBgn0021825","DCTN2-p50","","17","16.74","high","Yes","Yes","Compara, eggNOG, Homologene, Isobase, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (DCTN2-p50)    DRscDB Data: (DCTN2-p50)"
"31","ENSMUSG00000025413","72354","1919604","Ttc4","Fly","35565","FBgn0266518","Dpit47","","15","14.79","high","Yes","Yes","Compara, eggNOG, Homologene, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (Dpit47)    DRscDB Data: (Dpit47)"
"32","ENSMUSG00000025417","117150","2152214","Pip4k2c","Fly","3885565","FBgn0039924","PIP4K","","12","11.94","moderate","Yes","No","eggNOG, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, Phylome, SonicParanoid","","Add","G2F details (PIP4K)    DRscDB Data: (PIP4K)"
"32","ENSMUSG00000025417","117150","2152214","Pip4k2c","Fly","37356","FBgn0016984","sktl","","3","2.82","low","No","No","eggNOG, OrthoDB, Phylome","","Add","G2F details (sktl)    DRscDB Data: (sktl)"
"32","ENSMUSG00000025417","117150","2152214","Pip4k2c","Fly","37633","FBgn0034789","PIP5K59B","","3","2.82","low","No","No","eggNOG, OrthoDB, Phylome","","Add","G2F details (PIP5K59B)    DRscDB Data: (PIP5K59B)"
"32","ENSMUSG00000025418","140475","2153465","Bsnd","","none found","","","","","","","","","","","",""
"33","ENSMUSG00000025420","71206","1924234","Katnal2","Fly","31308","FBgn0029656","CG10793","","16","15.75","high","Yes","Yes","Compara, eggNOG, Homologene, Isobase, OrthoDB, TreeFam, Domainoid, Inparanoid, OMA, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (CG10793)    DRscDB Data: (CG10793)"
"33","ENSMUSG00000025420","71206","1924234","Katnal2","Fly","40715","FBgn0037375","kat-60L1","","4","3.82","moderate","No","No","eggNOG, OrthoDB, Phylome, SwiftOrtho","","Add","G2F details (kat-60L1)    DRscDB Data: (kat-60L1)"
"33","ENSMUSG00000025420","71206","1924234","Katnal2","Fly","53566","FBgn0040208","Kat60","","4","3.82","moderate","No","No","eggNOG, OrthoDB, Phylome, SwiftOrtho","","Add","G2F details (Kat60)    DRscDB Data: (Kat60)"
"33","ENSMUSG00000025420","71206","1924234","Katnal2","Fly","32777","FBgn0283469","Vps4","","3","2.92","low","No","No","OrthoDB, Phylome, SwiftOrtho","","Add","G2F details (Vps4)    DRscDB Data: (Vps4)"
"34","ENSMUSG00000025421","76987","1924237","Hdhd2","Fly","34155","FBgn0032032","CG17294","","17","16.8","high","Yes","Yes","Compara, eggNOG, Homologene, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (CG17294)    DRscDB Data: (CG17294)"
"34","ENSMUSG00000025421","76987","1924237","Hdhd2","Fly","39985","FBgn0036759","CG5577","","3","2.81","low","No","No","eggNOG, Phylome, SwiftOrtho","","Add","G2F details (CG5577)    DRscDB Data: (CG5577)"
"35","ENSMUSG00000025422","216439","3580016","Agap2","Fly","34803","FBgn0028509","CenG1A","","11","10.84","moderate","Yes","No","eggNOG, OrthoDB, TreeFam, Domainoid, Inparanoid, OMA, OrthoInspector, orthoMCL, Panther, Phylome, SonicParanoid","","Add","G2F details (CenG1A)    DRscDB Data: (CenG1A)"
"35","ENSMUSG00000025422","216439","3580016","Agap2","Fly","35783","FBgn0050372","Asap","","3","2.82","low","No","No","eggNOG, OrthoDB, Phylome","","Add","G2F details (Asap)    DRscDB Data: (Asap)"
"35","ENSMUSG00000025422","216439","3580016","Agap2","Fly","42735","FBgn0039056","CenB1A","","3","2.82","low","No","No","eggNOG, OrthoDB, Phylome","","Add","G2F details (CenB1A)    DRscDB Data: (CenB1A)"
"36","ENSMUSG00000025423","17344","1096566","Pias2","Fly","35927","FBgn0003612","Su(var)2-10","","14","13.79","moderate","Yes","No","Compara, eggNOG, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (Su(var)2-10)    DRscDB Data: (Su(var)2-10)"
"36","ENSMUSG00000025423","17344","1096566","Pias2","Fly","39217","FBgn0026160","tna","","3","2.84","low","No","No","eggNOG, Phylome, RoundUp","","Add","G2F details (tna)    DRscDB Data: (tna)"
"37","ENSMUSG00000025425","225742","109243","St8sia5","Fly","37950","FBgn0035050","SiaT","","2","1.81","moderate","Yes","No","eggNOG, Phylome","","Add","G2F details (SiaT)    DRscDB Data: (SiaT)"
"38","ENSMUSG00000025427","225743","2444521","Rnf165","Fly","41420","FBgn0037944","CG6923","","8","7.76","high","Yes","Yes","Compara, eggNOG, Domainoid, OrthoFinder, OrthoInspector, orthoMCL, RoundUp, SonicParanoid","","Add","G2F details (CG6923)    DRscDB Data: (CG6923)"
"39","ENSMUSG00000025428","11946","88115","Atp5a1","Fly","37617","FBgn0011211","blw","","17","16.74","high","Yes","Yes","Compara, eggNOG, Homologene, Isobase, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (blw)    DRscDB Data: (blw)"
"40","ENSMUSG00000025429","19201","1335088","Pstpip2","Fly","261329","FBgn0037702","CG8176","","4","3.77","moderate","Yes","No","Compara, eggNOG, Phylome, RoundUp","","Add","G2F details (CG8176)    DRscDB Data: (CG8176)"
"41","ENSMUSG00000025431","11571","102553","Crisp1","Fly","41623","FBgn0038126","CG8483","","8","7.7","moderate","Yes","No","Compara, eggNOG, OrthoDB, Domainoid, Inparanoid, orthoMCL, Phylome, SwiftOrtho","","Add","G2F details (CG8483)    DRscDB Data: (CG8483)"
"41","ENSMUSG00000025431","11571","102553","Crisp1","Fly","33408","FBgn0031407","CG4270","","6","5.92","moderate","No","No","eggNOG, OrthoDB, Panther, Phylome, SonicParanoid, SwiftOrtho","","Add","G2F details (CG4270)    DRscDB Data: (CG4270)"
"41","ENSMUSG00000025431","11571","102553","Crisp1","Fly","33413","FBgn0031412","CG16995","","6","5.92","moderate","No","No","eggNOG, OrthoDB, Panther, Phylome, SonicParanoid, SwiftOrtho","","Add","G2F details (CG16995)    DRscDB Data: (CG16995)"
"41","ENSMUSG00000025431","11571","102553","Crisp1","Fly","40806","FBgn0051482","CG31482","","5","4.92","moderate","No","No","eggNOG, OrthoDB, Panther, Phylome, SonicParanoid","","Add","G2F details (CG31482)    DRscDB Data: (CG31482)"
"41","ENSMUSG00000025431","11571","102553","Crisp1","Fly","14462631","FBgn0264299","CG43777","","5","4.75","moderate","No","No","Compara, eggNOG, OrthoDB, Phylome, SonicParanoid","","Add","G2F details (CG43777)    DRscDB Data: (CG43777)"
"41","ENSMUSG00000025431","11571","102553","Crisp1","Fly","318150","FBgn0052679","CG32679","","5","4.75","moderate","No","No","Compara, eggNOG, OrthoDB, Phylome, SonicParanoid","","Add","G2F details (CG32679)    DRscDB Data: (CG32679)"
"41","ENSMUSG00000025431","11571","102553","Crisp1","Fly","37863","FBgn0264297","CG43775","","5","4.75","moderate","No","No","Compara, eggNOG, OrthoDB, Phylome, SonicParanoid","","Add","G2F details (CG43775)    DRscDB Data: (CG43775)"
"41","ENSMUSG00000025431","11571","102553","Crisp1","Fly","14462630","FBgn0264298","CG43776","","5","4.75","moderate","No","No","Compara, eggNOG, OrthoDB, Phylome, SonicParanoid","","Add","G2F details (CG43776)    DRscDB Data: (CG43776)"
"41","ENSMUSG00000025431","11571","102553","Crisp1","Fly","317973","FBgn0052313","CG32313","","4","3.94","moderate","No","No","Compara, eggNOG, OrthoDB, Panther","","Add","G2F details (CG32313)    DRscDB Data: (CG32313)"
"41","ENSMUSG00000025431","11571","102553","Crisp1","Fly","318662","FBgn0051286","CG31286","","4","3.94","moderate","No","No","Compara, eggNOG, OrthoDB, Panther","","Add","G2F details (CG31286)    DRscDB Data: (CG31286)"
"41","ENSMUSG00000025431","11571","102553","Crisp1","Fly","3885620","FBgn0054049","CG34049","","4","3.92","moderate","No","No","eggNOG, OrthoDB, Panther, Phylome","","Add","G2F details (CG34049)    DRscDB Data: (CG34049)"
"41","ENSMUSG00000025431","11571","102553","Crisp1","Fly","32385","FBgn0030562","CG9400","","4","3.85","moderate","No","No","Compara, OrthoDB, Phylome, SonicParanoid","","Add","G2F details (CG9400)    DRscDB Data: (CG9400)"
"41","ENSMUSG00000025431","11571","102553","Crisp1","Fly","10178796","FBgn0261848","CG42780","","4","3.75","moderate","No","No","Compara, eggNOG, OrthoDB, Phylome","","Add","G2F details (CG42780)    DRscDB Data: (CG42780)"
