"Input Order","Search Term","Mouse GeneID","MGIID","Mouse Symbol","Species 2","Fly GeneID","Fly Species Gene ID","Fly Symbol","Ensmbl ID (link HPA)","DIOPT Score","Weighted Score","Rank","Best Score","Best Score Reverse","Prediction Derived From","Alignment & Scores","Feedback","Gene Details"
"13","ENSMUSG00000035372","72056","1919306","1810055G02Rik","Fly","8674097","FBgn0260430","CG42525","","1","1","low","Yes","Yes","SwiftOrtho","","Add","G2F details (CG42525)    DRscDB Data: (CG42525)"
"13","ENSMUSG00000035372","72056","1919306","1810055G02Rik","Fly","12798213","FBgn0263037","CG43332","","1","1","low","Yes","Yes","SwiftOrtho","","Add","G2F details (CG43332)    DRscDB Data: (CG43332)"
"13","ENSMUSG00000035372","72056","1919306","1810055G02Rik","Fly","5740467","FBgn0085249","CG34220","","1","1","low","Yes","Yes","SwiftOrtho","","Add","G2F details (CG34220)    DRscDB Data: (CG34220)"
"13","ENSMUSG00000035372","72056","1919306","1810055G02Rik","Fly","318737","FBgn0051439","Muc96D","","1","1","low","Yes","Yes","SwiftOrtho","","Add","G2F details (Muc96D)    DRscDB Data: (Muc96D)"
"13","ENSMUSG00000035372","72056","1919306","1810055G02Rik","Fly","39463","FBgn0036321","CG14120","","1","1","low","Yes","No","SwiftOrtho","","Add","G2F details (CG14120)    DRscDB Data: (CG14120)"
"13","ENSMUSG00000035372","72056","1919306","1810055G02Rik","Fly","318238","FBgn0052834","CG32834","","1","1","low","Yes","No","SwiftOrtho","","Add","G2F details (CG32834)    DRscDB Data: (CG32834)"
"13","ENSMUSG00000035372","72056","1919306","1810055G02Rik","Fly","31513","FBgn0029814","CG15765","","1","1","low","Yes","Yes","SwiftOrtho","","Add","G2F details (CG15765)    DRscDB Data: (CG15765)"
"13","ENSMUSG00000035372","72056","1919306","1810055G02Rik","Fly","31368","FBgn0052774","Muc4B","","1","1","low","Yes","Yes","SwiftOrtho","","Add","G2F details (Muc4B)    DRscDB Data: (Muc4B)"
"13","ENSMUSG00000035372","72056","1919306","1810055G02Rik","Fly","40574","FBgn0037260","Mur82C","","1","1","low","Yes","Yes","SwiftOrtho","","Add","G2F details (Mur82C)    DRscDB Data: (Mur82C)"
"13","ENSMUSG00000035372","72056","1919306","1810055G02Rik","Fly","32247","FBgn0030438","CG15721","","1","1","low","Yes","Yes","SwiftOrtho","","Add","G2F details (CG15721)    DRscDB Data: (CG15721)"
"13","ENSMUSG00000035372","72056","1919306","1810055G02Rik","Fly","26067064","FBgn0267690","CG46026","","1","1","low","Yes","Yes","SwiftOrtho","","Add","G2F details (CG46026)    DRscDB Data: (CG46026)"
"13","ENSMUSG00000035372","72056","1919306","1810055G02Rik","Fly","32384","FBgn0052602","Muc12Ea","","1","1","low","Yes","Yes","SwiftOrtho","","Add","G2F details (Muc12Ea)    DRscDB Data: (Muc12Ea)"
"13","ENSMUSG00000035372","72056","1919306","1810055G02Rik","Fly","35904","FBgn0265011","Np","","1","1","low","Yes","No","SwiftOrtho","","Add","G2F details (Np)    DRscDB Data: (Np)"
"13","ENSMUSG00000035372","72056","1919306","1810055G02Rik","Fly","19835738","FBgn0265877","CG44666","","1","1","low","Yes","Yes","SwiftOrtho","","Add","G2F details (CG44666)    DRscDB Data: (CG44666)"
"13","ENSMUSG00000035372","72056","1919306","1810055G02Rik","Fly","31111","FBgn0025390","Mur2B","","1","1","low","Yes","Yes","SwiftOrtho","","Add","G2F details (Mur2B)    DRscDB Data: (Mur2B)"
"13","ENSMUSG00000035372","72056","1919306","1810055G02Rik","Fly","50424","FBgn0040950","Muc26B","","1","1","low","Yes","Yes","SwiftOrtho","","Add","G2F details (Muc26B)    DRscDB Data: (Muc26B)"
"13","ENSMUSG00000035372","72056","1919306","1810055G02Rik","Fly","38619","FBgn0035607","CG4835","","1","1","low","Yes","Yes","SwiftOrtho","","Add","G2F details (CG4835)    DRscDB Data: (CG4835)"
"13","ENSMUSG00000035372","72056","1919306","1810055G02Rik","Fly","318139","FBgn0052644","Mur11Da","","1","1","low","Yes","No","SwiftOrtho","","Add","G2F details (Mur11Da)    DRscDB Data: (Mur11Da)"
"13","ENSMUSG00000035373","20306","99512","Ccl7","","none found","","","","","","","","","","","",""
"14","ENSMUSG00000035376","70757","1918007","Hacd2","Fly","34614","FBgn0032394","Hacd1","","16","15.8","high","Yes","Yes","Compara, eggNOG, Homologene, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (Hacd1)    DRscDB Data: (Hacd1)"
"14","ENSMUSG00000035376","70757","1918007","Hacd2","Fly","34762","FBgn0032524","Hacd2","","3","2.82","low","No","No","eggNOG, OrthoDB, Phylome","","Add","G2F details (Hacd2)    DRscDB Data: (Hacd2)"
"15","ENSMUSG00000035378","72171","1919421","Shq1","Fly","40862","FBgn0037482","CG10055","","10","9.92","high","Yes","Yes","Compara, Domainoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (CG10055)    DRscDB Data: (CG10055)"
"16","ENSMUSG00000035382","18554","107421","Pcsk7","Fly","47220","FBgn0004509","Fur1","","7","6.75","moderate","Yes","No","eggNOG, OrthoDB, OrthoFinder, orthoMCL, Phylome, RoundUp, SwiftOrtho","","Add","G2F details (Fur1)    DRscDB Data: (Fur1)"
"16","ENSMUSG00000035382","18554","107421","Pcsk7","Fly","43215","FBgn0023179","amon","","6","5.85","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, Phylome, RoundUp, SwiftOrtho","","Add","G2F details (amon)    DRscDB Data: (amon)"
"16","ENSMUSG00000035382","18554","107421","Pcsk7","Fly","32604","FBgn0004598","Fur2","","6","5.72","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, orthoMCL, Phylome, SwiftOrtho","","Add","G2F details (Fur2)    DRscDB Data: (Fur2)"
"16","ENSMUSG00000035383","110312","97629","Pmch","","none found","","","","","","","","","","","",""
"16","ENSMUSG00000035385","20296","98259","Ccl2","","none found","","","","","","","","","","","",""
"17","ENSMUSG00000035387","245511","3588286","4930415L06Rik","Fly","41675","FBgn0024555","flfl","","9","8.79","moderate","Yes","No","eggNOG, OrthoDB, TreeFam, OMA, OrthoFinder, orthoMCL, Panther, Phylome, SonicParanoid","","Add","G2F details (flfl)    DRscDB Data: (flfl)"
"18","ENSMUSG00000035390","381979","2685946","Brsk1","Fly","39732","FBgn0036544","sff","","13","12.78","high","Yes","Yes","eggNOG, Isobase, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, SonicParanoid","","Add","G2F details (sff)    DRscDB Data: (sff)"
"19","ENSMUSG00000035392","227801","2442794","Dennd1a","Fly","35929","FBgn0027561","CG18659","","12","11.77","high","Yes","Yes","Compara, eggNOG, Domainoid, Hieranoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (CG18659)    DRscDB Data: (CG18659)"
"20","ENSMUSG00000035394","74453","1921703","Cfap53","Fly","5740837","FBgn0085454","CG34425","","2","2.11","high","Yes","Yes","OMA, Panther","","Add","G2F details (CG34425)    DRscDB Data: (CG34425)"
"20","ENSMUSG00000035394","74453","1921703","Cfap53","Fly","41376","FBgn0046225","CG17230","","2","2","moderate","Yes","No","Hieranoid, SwiftOrtho","","Add","G2F details (CG17230)    DRscDB Data: (CG17230)"
"21","ENSMUSG00000035395","18630","101758","Dcaf8l","Fly","38224","FBgn0035268","CG8001","","12","11.9","moderate","Yes","No","Compara, OrthoDB, Domainoid, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, SonicParanoid, SwiftOrtho","","Add","G2F details (CG8001)    DRscDB Data: (CG8001)"
"21","ENSMUSG00000035395","18630","101758","Dcaf8l","Fly","37073","FBgn0000057","adp","","3","2.92","low","No","No","OrthoDB, Phylome, SwiftOrtho","","Add","G2F details (adp)    DRscDB Data: (adp)"
"22","ENSMUSG00000035397","118445","2153049","Klf16","Fly","31912","FBgn0000233","btd","","3","2.91","high","Yes","Yes","Domainoid, Phylome, SwiftOrtho","","Add","G2F details (btd)    DRscDB Data: (btd)"
"22","ENSMUSG00000035397","118445","2153049","Klf16","Fly","33224","FBgn0043364","cbt","","3","2.91","moderate","Yes","No","Domainoid, Phylome, SwiftOrtho","","Add","G2F details (cbt)    DRscDB Data: (cbt)"
"22","ENSMUSG00000035397","118445","2153049","Klf16","Fly","37654","FBgn0261705","CG42741","","3","2.86","moderate","Yes","No","Isobase, Phylome, SwiftOrtho","","Add","G2F details (CG42741)    DRscDB Data: (CG42741)"
"22","ENSMUSG00000035397","118445","2153049","Klf16","Fly","38436","FBgn0263239","dar1","","3","2.86","moderate","Yes","No","Isobase, Phylome, SwiftOrtho","","Add","G2F details (dar1)    DRscDB Data: (dar1)"
"23","ENSMUSG00000035399","66680","1913930","Oser1","Fly","34406","FBgn0032231","CG5056","","6","6.02","high","Yes","Yes","Compara, TreeFam, OrthoFinder, OrthoInspector, Panther, RoundUp","","Add","G2F details (CG5056)    DRscDB Data: (CG5056)"
"24","ENSMUSG00000035401","233545","1924203","Emsy","Fly","33370","FBgn0031377","CG15356","","10","9.87","high","Yes","Yes","Compara, eggNOG, TreeFam, Domainoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp","","Add","G2F details (CG15356)    DRscDB Data: (CG15356)"
"25","ENSMUSG00000035403","241324","2679260","Crb2","Fly","42896","FBgn0259685","crb","","8","7.75","moderate","Yes","No","eggNOG, OrthoDB, Domainoid, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp","","Add","G2F details (crb)    DRscDB Data: (crb)"
"25","ENSMUSG00000035403","241324","2679260","Crb2","Fly","31293","FBgn0004647","N","","4","3.71","moderate","No","No","eggNOG, Domainoid, orthoMCL, Phylome","","Add","G2F details (N)    DRscDB Data: (N)"
"26","ENSMUSG00000035407","242553","3043381","Kank4","Fly","36668","FBgn0027596","Kank","","7","6.8","moderate","Yes","No","Compara, eggNOG, TreeFam, Domainoid, OrthoInspector, Panther, Phylome","","Add","G2F details (Kank)    DRscDB Data: (Kank)"
"26","ENSMUSG00000035413","103743","1923457","Tmem98","","none found","","","","","","","","","","","",""
"26","ENSMUSG00000035420","225497","2684939","Fam170a","","none found","","","","","","","","","","","",""
"27","ENSMUSG00000035427","434903","2148568","Mageb4","Fly","40860","FBgn0037481","MAGE","","10","9.81","moderate","Yes","No","Compara, eggNOG, OrthoDB, TreeFam, Domainoid, Hieranoid, OrthoFinder, OrthoInspector, Panther, Phylome","","Add","G2F details (MAGE)    DRscDB Data: (MAGE)"
"28","ENSMUSG00000035429","545902","3026877","Ptprh","Fly","32115","FBgn0004370","Ptp10D","","5","4.92","moderate","Yes","No","eggNOG, OrthoDB, OrthoFinder, Panther, Phylome","","Add","G2F details (Ptp10D)    DRscDB Data: (Ptp10D)"
"28","ENSMUSG00000035429","545902","3026877","Ptprh","Fly","31425","FBgn0004368","Ptp4E","","5","4.92","moderate","Yes","No","eggNOG, OrthoDB, OrthoFinder, Panther, Phylome","","Add","G2F details (Ptp4E)    DRscDB Data: (Ptp4E)"
"29","ENSMUSG00000035431","20605","98327","Sstr1","Fly","40020","FBgn0036790","AstC-R1","","10","9.99","moderate","Yes","No","eggNOG, Domainoid, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (AstC-R1)    DRscDB Data: (AstC-R1)"
"29","ENSMUSG00000035431","20605","98327","Sstr1","Fly","40019","FBgn0036789","AstC-R2","","9","8.94","moderate","No","No","eggNOG, Domainoid, Hieranoid, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (AstC-R2)    DRscDB Data: (AstC-R2)"
"29","ENSMUSG00000035431","20605","98327","Sstr1","Fly","39389","FBgn0036260","Rh7","","3","2.94","moderate","No","Yes","Compara, Panther, Phylome","","Add","G2F details (Rh7)    DRscDB Data: (Rh7)"
"30","ENSMUSG00000035435","381072","3625331","Abca17","Fly","33103","FBgn0031170","ABCA","","14","13.77","moderate","Yes","No","Compara, eggNOG, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, SonicParanoid","","Add","G2F details (ABCA)    DRscDB Data: (ABCA)"
"30","ENSMUSG00000035435","381072","3625331","Abca17","Fly","39971","FBgn0036747","CG6052","","12","11.91","moderate","No","No","Compara, OrthoDB, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, SonicParanoid","","Add","G2F details (CG6052)    DRscDB Data: (CG6052)"
"30","ENSMUSG00000035435","381072","3625331","Abca17","Fly","39977","FBgn0261998","CG42816","","9","8.83","moderate","No","No","eggNOG, OrthoDB, Domainoid, OMA, OrthoFinder, orthoMCL, Panther, Phylome, SonicParanoid","","Add","G2F details (CG42816)    DRscDB Data: (CG42816)"
"30","ENSMUSG00000035435","381072","3625331","Abca17","Fly","34783","FBgn0028539","Eato","","9","8.76","moderate","No","No","Compara, eggNOG, OrthoDB, OMA, OrthoFinder, orthoMCL, Panther, Phylome, SonicParanoid","","Add","G2F details (Eato)    DRscDB Data: (Eato)"
"30","ENSMUSG00000035435","381072","3625331","Abca17","Fly","42382","FBgn0051213","CG31213","","8","7.91","moderate","No","Yes","Compara, Isobase, OrthoDB, OMA, OrthoFinder, Panther, Phylome, SonicParanoid","","Add","G2F details (CG31213)    DRscDB Data: (CG31213)"
"30","ENSMUSG00000035435","381072","3625331","Abca17","Fly","37293","FBgn0034493","CG8908","","8","7.86","moderate","No","No","Compara, OrthoDB, OMA, OrthoFinder, orthoMCL, Panther, Phylome, SonicParanoid","","Add","G2F details (CG8908)    DRscDB Data: (CG8908)"
"30","ENSMUSG00000035435","381072","3625331","Abca17","Fly","33102","FBgn0031169","CG1494","","7","6.85","moderate","No","No","Compara, eggNOG, OrthoDB, OrthoFinder, Panther, Phylome, SonicParanoid","","Add","G2F details (CG1494)    DRscDB Data: (CG1494)"
"30","ENSMUSG00000035435","381072","3625331","Abca17","Fly","33104","FBgn0031171","CG1801","","7","6.85","moderate","No","No","Compara, eggNOG, OrthoDB, OrthoFinder, Panther, Phylome, SonicParanoid","","Add","G2F details (CG1801)    DRscDB Data: (CG1801)"
"30","ENSMUSG00000035435","381072","3625331","Abca17","Fly","318066","FBgn0083956","CG34120","","7","6.75","moderate","No","No","Compara, eggNOG, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome","","Add","G2F details (CG34120)    DRscDB Data: (CG34120)"
"30","ENSMUSG00000035435","381072","3625331","Abca17","Fly","318910","FBgn0263747","CG43672","","6","5.95","moderate","No","No","Compara, OrthoDB, OrthoFinder, Panther, Phylome, SonicParanoid","","Add","G2F details (CG43672)    DRscDB Data: (CG43672)"
"31","ENSMUSG00000035437","227800","2385139","Rabgap1","Fly","38945","FBgn0035879","GAPcenA","","16","15.92","high","Yes","Yes","eggNOG, Homologene, Isobase, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (GAPcenA)    DRscDB Data: (GAPcenA)"
"31","ENSMUSG00000035437","227800","2385139","Rabgap1","Fly","32088","FBgn0262740","Evi5","","4","3.92","moderate","No","No","OrthoDB, OrthoFinder, Phylome, SwiftOrtho","","Add","G2F details (Evi5)    DRscDB Data: (Evi5)"
"31","ENSMUSG00000035437","227800","2385139","Rabgap1","Fly","41960","FBgn0038401","CG5916","","3","2.81","low","No","No","eggNOG, Phylome, SwiftOrtho","","Add","G2F details (CG5916)    DRscDB Data: (CG5916)"
"31","ENSMUSG00000035437","227800","2385139","Rabgap1","Fly","40361","FBgn0037074","CG7324","","3","2.81","low","No","No","eggNOG, Phylome, SwiftOrtho","","Add","G2F details (CG7324)    DRscDB Data: (CG7324)"
"31","ENSMUSG00000035437","227800","2385139","Rabgap1","Fly","41390","FBgn0037917","wkd","","3","2.81","low","No","No","eggNOG, Phylome, SwiftOrtho","","Add","G2F details (wkd)    DRscDB Data: (wkd)"
"31","ENSMUSG00000035437","227800","2385139","Rabgap1","Fly","36554","FBgn0020620","RN-tre","","3","2.81","low","No","No","eggNOG, Phylome, SwiftOrtho","","Add","G2F details (RN-tre)    DRscDB Data: (RN-tre)"
"31","ENSMUSG00000035437","227800","2385139","Rabgap1","Fly","41834","FBgn0038304","CG12241","","3","2.81","low","No","No","eggNOG, Phylome, SwiftOrtho","","Add","G2F details (CG12241)    DRscDB Data: (CG12241)"
"31","ENSMUSG00000035439","76478","1923728","Haus8","","none found","","","","","","","","","","","",""
"32","ENSMUSG00000035441","338367","107728","Myo1d","Fly","34445","FBgn0086347","Myo31DF","","16","15.82","high","Yes","Yes","eggNOG, Homologene, Isobase, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (Myo31DF)    DRscDB Data: (Myo31DF)"
"32","ENSMUSG00000035441","338367","107728","Myo1d","Fly","38153","FBgn0010246","Myo61F","","5","4.72","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, orthoMCL, Phylome","","Add","G2F details (Myo61F)    DRscDB Data: (Myo61F)"
"32","ENSMUSG00000035441","338367","107728","Myo1d","Fly","2768680","FBgn0039157","Myo95E","","4","3.72","moderate","No","No","eggNOG, OrthoDB, orthoMCL, Phylome","","Add","G2F details (Myo95E)    DRscDB Data: (Myo95E)"
"32","ENSMUSG00000035443","77862","1925112","Thyn1","","none found","","","","","","","","","","","",""
"33","ENSMUSG00000035448","12771","104616","Ccr3","Fly","38357","FBgn0035385","FMRFaR","","1","0.91","low","Yes","No","Phylome","","Add","G2F details (FMRFaR)    DRscDB Data: (FMRFaR)"
"33","ENSMUSG00000035448","12771","104616","Ccr3","Fly","31168","FBgn0025631","moody","","1","0.91","low","Yes","No","Phylome","","Add","G2F details (moody)    DRscDB Data: (moody)"
"33","ENSMUSG00000035448","12771","104616","Ccr3","Fly","42452","FBgn0004514","Oct-TyrR","","1","0.91","low","Yes","No","Phylome","","Add","G2F details (Oct-TyrR)    DRscDB Data: (Oct-TyrR)"
"33","ENSMUSG00000035448","12771","104616","Ccr3","Fly","41639","FBgn0038140","PK2-R1","","1","0.91","low","Yes","No","Phylome","","Add","G2F details (PK2-R1)    DRscDB Data: (PK2-R1)"
"33","ENSMUSG00000035448","12771","104616","Ccr3","Fly","41286","FBgn0004841","TkR86C","","1","0.91","low","Yes","No","Phylome","","Add","G2F details (TkR86C)    DRscDB Data: (TkR86C)"
"33","ENSMUSG00000035448","12771","104616","Ccr3","Fly","43393","FBgn0039595","AstA-R2","","1","0.91","low","Yes","No","Phylome","","Add","G2F details (AstA-R2)    DRscDB Data: (AstA-R2)"
"33","ENSMUSG00000035448","12771","104616","Ccr3","Fly","32860","FBgn0259231","CCKLR-17D1","","1","0.91","low","Yes","No","Phylome","","Add","G2F details (CCKLR-17D1)    DRscDB Data: (CCKLR-17D1)"
"33","ENSMUSG00000035448","12771","104616","Ccr3","Fly","40754","FBgn0037408","NPFR","","1","0.91","low","Yes","No","Phylome","","Add","G2F details (NPFR)    DRscDB Data: (NPFR)"
"33","ENSMUSG00000035448","12771","104616","Ccr3","Fly","42136","FBgn0038542","TyrR","","1","0.91","low","Yes","No","Phylome","","Add","G2F details (TyrR)    DRscDB Data: (TyrR)"
"33","ENSMUSG00000035448","12771","104616","Ccr3","Fly","44126","FBgn0266429","AstA-R1","","1","0.91","low","Yes","No","Phylome","","Add","G2F details (AstA-R1)    DRscDB Data: (AstA-R1)"
"33","ENSMUSG00000035448","12771","104616","Ccr3","Fly","40020","FBgn0036790","AstC-R1","","1","0.91","low","Yes","No","Phylome","","Add","G2F details (AstC-R1)    DRscDB Data: (AstC-R1)"
