ontology,GO.ID,Term,Annotated,Significant,Expected,classicFisher,bonferroni,bh,foldEnrichment
BP,GO:0051960,regulation of nervous system development,482,5,0.69,0.00057,1,0.054913584905660374,7.25
BP,GO:0030334,regulation of cell migration,1066,7,1.53,0.00064,1,0.06051555555555556,4.58
BP,GO:0034330,cell junction organization,765,6,1.1,0.00066,1,0.06127200000000001,5.45
BP,GO:0035235,ionotropic glutamate receptor signaling ...,28,2,0.04,0.00074,1,0.06628842105263158,50
BP,GO:0060074,synapse maturation,28,2,0.04,0.00074,1,0.06628842105263158,50
BP,GO:0007268,chemical synaptic transmission,787,6,1.13,0.00077,1,0.06663762711864406,5.31
BP,GO:0098916,anterograde trans-synaptic signaling,787,6,1.13,0.00077,1,0.06663762711864406,5.31
BP,GO:0032989,cellular component morphogenesis,793,6,1.14,0.00080,1,0.06780098360655737,5.26
BP,GO:0099537,trans-synaptic signaling,795,6,1.14,0.00081,1,0.06780098360655737,5.26
BP,GO:0048468,cell development,2259,10,3.25,0.00084,1,0.06917806451612904,3.08
BP,GO:0034968,histone lysine methylation,131,3,0.19,0.00087,1,0.06935014925373134,15.79
BP,GO:0051094,positive regulation of developmental pro...,1476,8,2.12,0.00088,1,0.06935014925373134,3.77
BP,GO:2000145,regulation of cell motility,1125,7,1.62,0.00089,1,0.06935014925373134,4.32
BP,GO:2001032,regulation of double-strand break repair...,31,2,0.04,0.00091,1,0.06935014925373134,50
BP,GO:0006304,DNA modification,133,3,0.19,0.00091,1,0.06935014925373134,15.79
BP,GO:0007420,brain development,816,6,1.17,0.00093,1,0.06983205882352941,5.13
BP,GO:0060284,regulation of cell development,542,5,0.78,0.00097,1,0.07091666666666667,6.41
BP,GO:0050793,regulation of developmental process,2749,11,3.95,0.00100,1,0.07091666666666667,2.78
BP,GO:0099536,synaptic signaling,827,6,1.19,0.00100,1,0.07091666666666667,5.04
BP,GO:0051130,positive regulation of cellular componen...,1149,7,1.65,0.00100,1,0.07091666666666667,4.24
BP,GO:0040012,regulation of locomotion,1168,7,1.68,0.00110,1,0.07693972602739726,4.17
BP,GO:0016043,cellular component organization,6554,18,9.42,0.00114,1,0.078292,1.91
BP,GO:0010720,positive regulation of cell development,325,4,0.47,0.00115,1,0.078292,8.51
BP,GO:0018022,peptidyl-lysine methylation,147,3,0.21,0.00121,1,0.07885215189873418,14.29
BP,GO:0001666,response to hypoxia,330,4,0.47,0.00122,1,0.07885215189873418,8.51
BP,GO:0006336,DNA replication-independent nucleosome a...,36,2,0.05,0.00122,1,0.07885215189873418,40
BP,GO:0060322,head development,860,6,1.24,0.00122,1,0.07885215189873418,4.84
BP,GO:0060078,regulation of postsynaptic membrane pote...,149,3,0.21,0.00126,1,0.08005703703703704,14.29
BP,GO:0070588,calcium ion transmembrane transport,334,4,0.48,0.00127,1,0.08005703703703704,8.33
BP,GO:0034724,DNA replication-independent nucleosome o...,37,2,0.05,0.00129,1,0.0803260975609756,40
BP,GO:1903539,protein localization to postsynaptic mem...,38,2,0.05,0.00136,1,0.08327642857142857,40
BP,GO:0043414,macromolecule methylation,341,4,0.49,0.00137,1,0.08327642857142857,8.16
BP,GO:0062237,protein localization to postsynapse,39,2,0.06,0.00143,1,0.08471318181818181,33.33
BP,GO:0097106,postsynaptic density organization,39,2,0.06,0.00143,1,0.08471318181818181,33.33
BP,GO:0036293,response to decreased oxygen levels,346,4,0.5,0.00145,1,0.08471318181818181,8
BP,GO:0034220,ion transmembrane transport,1226,7,1.76,0.00146,1,0.08471318181818181,3.98
BP,GO:0016571,histone methylation,159,3,0.23,0.00151,1,0.08662988764044945,13.04
BP,GO:0050905,neuromuscular process,160,3,0.23,0.00154,1,0.08674709677419355,13.04
BP,GO:0001764,neuron migration,161,3,0.23,0.00157,1,0.08674709677419355,13.04
BP,GO:0050775,positive regulation of dendrite morphoge...,41,2,0.06,0.00158,1,0.08674709677419355,33.33
BP,GO:0099084,postsynaptic specialization organization,41,2,0.06,0.00158,1,0.08674709677419355,33.33
BP,GO:0040011,locomotion,2032,9,2.92,0.00166,1,0.09016978723404256,3.08
BP,GO:0071840,cellular component organization or bioge...,6774,18,9.74,0.00174,1,0.09352042105263159,1.85
BP,GO:0051650,establishment of vesicle localization,170,3,0.24,0.00183,1,0.097333125,12.5
BP,GO:0070482,response to oxygen levels,371,4,0.53,0.00187,1,0.09843525773195876,7.55
BP,GO:0006812,cation transport,1285,7,1.85,0.00192,1,0.10003591836734693,3.78
BP,GO:0006811,ion transport,1681,8,2.42,0.00204,1,0.10521454545454546,3.31
BP,GO:0060999,positive regulation of dendritic spine d...,47,2,0.07,0.00207,1,0.10569419999999999,28.57
BP,GO:0030001,metal ion transport,960,6,1.38,0.00214,1,0.10818653465346535,4.35
BP,GO:0032259,methylation,391,4,0.56,0.00226,1,0.11313294117647059,7.14
BP,GO:0048522,positive regulation of cellular process,6314,17,9.08,0.00233,1,0.1142994495412844,1.87
BP,GO:0120035,regulation of plasma membrane bounded ce...,663,5,0.95,0.00235,1,0.1142994495412844,5.26
BP,GO:0000226,microtubule cytoskeleton organization,664,5,0.95,0.00236,1,0.1142994495412844,5.26
BP,GO:0098655,cation transmembrane transport,981,6,1.41,0.00239,1,0.1142994495412844,4.26
BP,GO:0050767,regulation of neurogenesis,398,4,0.57,0.00241,1,0.1142994495412844,7.02
BP,GO:0018023,peptidyl-lysine trimethylation,51,2,0.07,0.00244,1,0.1142994495412844,28.57
BP,GO:0051648,vesicle localization,188,3,0.27,0.00244,1,0.1142994495412844,11.11
BP,GO:0000122,negative regulation of transcription by ...,996,6,1.43,0.00258,1,0.1197589090909091,4.2
BP,GO:0031344,regulation of cell projection organizati...,681,5,0.98,0.00264,1,0.12081160714285714,5.1
BP,GO:0018193,peptidyl-amino acid modification,1360,7,1.95,0.00265,1,0.12081160714285714,3.59
BP,GO:0009893,positive regulation of metabolic process,4110,13,5.91,0.00268,1,0.12109805309734513,2.2
BP,GO:0030900,forebrain development,412,4,0.59,0.00273,1,0.1214733870967742,6.78
BP,GO:0051656,establishment of organelle localization,413,4,0.59,0.00276,1,0.1214733870967742,6.78
BP,GO:0007155,cell adhesion,1772,8,2.55,0.00285,1,0.1214733870967742,3.14
BP,GO:0006333,chromatin assembly or disassembly,199,3,0.29,0.00287,1,0.1214733870967742,10.34
BP,GO:0006479,protein methylation,199,3,0.29,0.00287,1,0.1214733870967742,10.34
BP,GO:0008213,protein alkylation,199,3,0.29,0.00287,1,0.1214733870967742,10.34
BP,GO:0022008,neurogenesis,1779,8,2.56,0.00292,1,0.1214733870967742,3.12
BP,GO:0022610,biological adhesion,1779,8,2.56,0.00292,1,0.1214733870967742,3.12
BP,GO:0007215,glutamate receptor signaling pathway,56,2,0.08,0.00293,1,0.1214733870967742,25
BP,GO:0043113,receptor clustering,56,2,0.08,0.00293,1,0.1214733870967742,25
BP,GO:0051239,regulation of multicellular organismal p...,3134,11,4.51,0.00295,1,0.1214733870967742,2.44
BP,GO:0051172,negative regulation of nitrogen compound...,2668,10,3.84,0.00303,1,0.12376944000000001,2.6
BP,GO:0031175,neuron projection development,1031,6,1.48,0.00307,1,0.12440809523809523,4.05
BP,GO:0016447,somatic recombination of immunoglobulin ...,59,2,0.08,0.00325,1,0.13066535433070867,25
BP,GO:0097120,receptor localization to synapse,60,2,0.09,0.00336,1,0.1340325,22.22
BP,GO:0006357,regulation of transcription by RNA polym...,2710,10,3.9,0.00340,1,0.1345767441860465,2.56
BP,GO:0010564,regulation of cell cycle process,731,5,1.05,0.00358,1,0.1403175572519084,4.76
BP,GO:0006325,chromatin organization,445,4,0.64,0.00360,1,0.1403175572519084,6.25
BP,GO:0060348,bone development,219,3,0.31,0.00375,1,0.1432728358208955,9.68
BP,GO:0048870,cell motility,1853,8,2.66,0.00376,1,0.1432728358208955,3.01
BP,GO:0051674,localization of cell,1853,8,2.66,0.00376,1,0.1432728358208955,3.01
BP,GO:0048513,animal organ development,3743,12,5.38,0.00381,1,0.14410266666666666,2.23
BP,GO:0048167,regulation of synaptic plasticity,222,3,0.32,0.00390,1,0.1464220588235294,9.38
BP,GO:0051054,positive regulation of DNA metabolic pro...,223,3,0.32,0.00395,1,0.1472167883211679,9.38
BP,GO:0051173,positive regulation of nitrogen compound...,3256,11,4.68,0.00400,1,0.148,2.35
BP,GO:0016445,somatic diversification of immunoglobuli...,67,2,0.1,0.00417,1,0.1490118367346939,20
BP,GO:0042391,regulation of membrane potential,464,4,0.67,0.00418,1,0.1490118367346939,5.97
BP,GO:0007163,establishment or maintenance of cell pol...,228,3,0.33,0.00420,1,0.1490118367346939,9.09
BP,GO:0043269,regulation of ion transport,759,5,1.09,0.00420,1,0.1490118367346939,4.59
BP,GO:0010604,positive regulation of macromolecule met...,3786,12,5.44,0.00420,1,0.1490118367346939,2.21
BP,GO:0030182,neuron differentiation,1478,7,2.12,0.00423,1,0.1490118367346939,3.3
BP,GO:0002562,somatic diversification of immune recept...,68,2,0.1,0.00429,1,0.1490118367346939,20
BP,GO:0016444,somatic cell DNA recombination,68,2,0.1,0.00429,1,0.1490118367346939,20
BP,GO:0098930,axonal transport,68,2,0.1,0.00429,1,0.1490118367346939,20
BP,GO:0006303,double-strand break repair via nonhomolo...,69,2,0.1,0.00441,1,0.15180926174496642,20
BP,GO:0006366,transcription by RNA polymerase II,2809,10,4.04,0.00443,1,0.15180926174496642,2.48
BP,GO:0007417,central nervous system development,1118,6,1.61,0.00457,1,0.1555628,3.73
BP,GO:0050808,synapse organization,477,4,0.69,0.00461,1,0.1558851655629139,5.8
BP,GO:0007411,axon guidance,239,3,0.34,0.00479,1,0.16090618421052633,8.82
BP,GO:0097485,neuron projection guidance,240,3,0.34,0.00485,1,0.16185686274509806,8.82
BP,GO:0032270,positive regulation of cellular protein ...,1520,7,2.18,0.00493,1,0.1634583116883117,3.21
BP,GO:0050807,regulation of synapse organization,245,3,0.35,0.00513,1,0.1673992405063291,8.57
BP,GO:0050804,modulation of chemical synaptic transmis...,492,4,0.71,0.00514,1,0.1673992405063291,5.63
BP,GO:0009790,embryo development,1147,6,1.65,0.00518,1,0.1673992405063291,3.64
BP,GO:0099177,regulation of trans-synaptic signaling,493,4,0.71,0.00518,1,0.1673992405063291,5.63
BP,GO:0006996,organelle organization,3891,12,5.59,0.00530,1,0.16913625000000002,2.15
BP,GO:0007010,cytoskeleton organization,1540,7,2.21,0.00530,1,0.16913625000000002,3.17
BP,GO:0002200,somatic diversification of immune recept...,77,2,0.11,0.00547,1,0.17303666666666667,18.18
BP,GO:0050769,positive regulation of neurogenesis,251,3,0.36,0.00549,1,0.17303666666666667,8.33
BP,GO:0050803,regulation of synapse structure or activ...,253,3,0.36,0.00561,1,0.17573411042944787,8.33
BP,GO:0051495,positive regulation of cytoskeleton orga...,254,3,0.37,0.00567,1,0.17653060975609755,8.11
BP,GO:0051966,"regulation of synaptic transmission, glu...",79,2,0.11,0.00575,1,0.17793636363636364,18.18
BP,GO:0008088,axo-dendritic transport,80,2,0.11,0.00589,1,0.18117072289156627,18.18
BP,GO:0008306,associative learning,83,2,0.12,0.00632,1,0.19323305389221557,16.67
BP,GO:0051128,regulation of cellular component organiz...,2475,9,3.56,0.00638,1,0.19390642857142856,2.53
BP,GO:0034765,regulation of ion transmembrane transpor...,525,4,0.75,0.00646,1,0.19431977142857143,5.33
BP,GO:0051234,establishment of localization,5094,14,7.32,0.00650,1,0.19431977142857143,1.91
BP,GO:0048666,neuron development,1204,6,1.73,0.00655,1,0.19431977142857143,3.47
BP,GO:0048518,positive regulation of biological proces...,6900,17,9.92,0.00655,1,0.19431977142857143,1.71
BP,GO:2000134,negative regulation of G1/S transition o...,85,2,0.12,0.00662,1,0.19431977142857143,16.67
BP,GO:0031325,positive regulation of cellular metaboli...,3473,11,4.99,0.00663,1,0.19431977142857143,2.2
BP,GO:0050794,regulation of cellular process,12637,25,18.17,0.00666,1,0.19431977142857143,1.38
BP,GO:0001501,skeletal system development,533,4,0.77,0.00681,1,0.19702813559322033,5.19
BP,GO:0098662,inorganic cation transmembrane transport,852,5,1.22,0.00683,1,0.19702813559322033,4.1
BP,GO:0051247,positive regulation of protein metabolic...,1616,7,2.32,0.00688,1,0.19735550561797752,3.02
BP,GO:0032508,DNA duplex unwinding,87,2,0.13,0.00693,1,0.197679217877095,15.38
BP,GO:0022414,reproductive process,1623,7,2.33,0.00704,1,0.19893868852459018,3
BP,GO:2000779,regulation of double-strand break repair,88,2,0.13,0.00708,1,0.19893868852459018,15.38
BP,GO:0000003,reproduction,1626,7,2.34,0.00711,1,0.19893868852459018,2.99
BP,GO:0021537,telencephalon development,276,3,0.4,0.00713,1,0.19893868852459018,7.5
BP,GO:0002637,regulation of immunoglobulin production,89,2,0.13,0.00724,1,0.20091,15.38
BP,GO:0006338,chromatin remodeling,280,3,0.4,0.00742,1,0.20451451612903226,7.5
BP,GO:1901698,response to nitrogen compound,1237,6,1.78,0.00745,1,0.20451451612903226,3.37
BP,GO:0014068,positive regulation of phosphatidylinosi...,91,2,0.13,0.00756,1,0.20640126984126983,15.38
BP,GO:0048699,generation of neurons,1647,7,2.37,0.00762,1,0.20640126984126983,2.95
BP,GO:0051640,organelle localization,551,4,0.79,0.00764,1,0.20640126984126983,5.06
BP,GO:0032392,DNA geometric change,93,2,0.13,0.00788,1,0.21176463157894737,15.38
BP,GO:0032412,regulation of ion transmembrane transpor...,288,3,0.41,0.00802,1,0.21187268041237112,7.32
BP,GO:0009628,response to abiotic stimulus,1257,6,1.81,0.00804,1,0.21187268041237112,3.31
BP,GO:1902807,negative regulation of cell cycle G1/S p...,94,2,0.14,0.00804,1,0.21187268041237112,14.29
BP,GO:0016477,cell migration,1664,7,2.39,0.00805,1,0.21187268041237112,2.93
BP,GO:0010638,positive regulation of organelle organiz...,562,4,0.81,0.00818,1,0.21419015384615384,4.94
BP,GO:0055085,transmembrane transport,1673,7,2.4,0.00829,1,0.21596295918367348,2.92
BP,GO:0033554,cellular response to stress,2118,8,3.04,0.00844,1,0.2186812121212121,2.63
BP,GO:0043270,positive regulation of ion transport,294,3,0.42,0.00848,1,0.2186812121212121,7.14
BP,GO:0006915,apoptotic process,2123,8,3.05,0.00856,1,0.21963497487437184,2.62
BP,GO:0022898,regulation of transmembrane transporter ...,299,3,0.43,0.00888,1,0.22670640000000003,6.98
BP,GO:0006468,protein phosphorylation,1706,7,2.45,0.00919,1,0.23280326732673265,2.86
BP,GO:0051962,positive regulation of nervous system de...,303,3,0.44,0.00921,1,0.23280326732673265,6.82
BP,GO:0022402,cell cycle process,1297,6,1.86,0.00932,1,0.2335244117647059,3.23
BP,GO:0051276,chromosome organization,919,5,1.32,0.00933,1,0.2335244117647059,3.79
BP,GO:0007044,cell-substrate junction assembly,102,2,0.15,0.00941,1,0.23437785365853658,13.33
BP,GO:0098660,inorganic ion transmembrane transport,922,5,1.33,0.00946,1,0.23447941747572815,3.76
BP,GO:0035249,"synaptic transmission, glutamatergic",103,2,0.15,0.00959,1,0.23639798076923077,13.33
BP,GO:2000113,negative regulation of cellular macromol...,1721,7,2.47,0.00963,1,0.23639798076923077,2.83
BP,GO:0051716,cellular response to stimulus,8455,19,12.15,0.00968,1,0.23648842105263157,1.56
BP,GO:0031323,regulation of cellular metabolic process,6531,16,9.39,0.00988,1,0.2398856603773585,1.7
BP,GO:0060079,excitatory postsynaptic potential,105,2,0.15,0.00995,1,0.2398856603773585,13.33
BP,GO:0010558,negative regulation of macromolecule bio...,1732,7,2.49,0.00996,1,0.2398856603773585,2.81
BP,GO:0007017,microtubule-based process,937,5,1.35,0.01010,1,0.24211549295774645,3.7
BP,GO:0012501,programmed cell death,2187,8,3.14,0.01019,1,0.2431314953271028,2.55
BP,GO:0071103,DNA conformation change,316,3,0.45,0.01032,1,0.2446625,6.67
BP,GO:0032268,regulation of cellular protein metabolic...,2667,9,3.83,0.01035,1,0.2446625,2.35
BP,GO:0150115,cell-substrate junction organization,108,2,0.16,0.01050,1,0.24620712328767125,12.5
BP,GO:0006355,"regulation of transcription, DNA-templat...",3692,11,5.31,0.01054,1,0.24620712328767125,2.07
BP,GO:1903506,regulation of nucleic acid-templated tra...,3693,11,5.31,0.01056,1,0.24620712328767125,2.07
BP,GO:0030335,positive regulation of cell migration,607,4,0.87,0.01065,1,0.24652045248868779,4.6
BP,GO:2001141,regulation of RNA biosynthetic process,3698,11,5.32,0.01067,1,0.24652045248868779,2.07
BP,GO:0045597,positive regulation of cell differentiat...,957,5,1.38,0.01100,1,0.253,3.62
BP,GO:0032414,positive regulation of ion transmembrane...,112,2,0.16,0.01126,1,0.2555269333333333,12.5
BP,GO:0042982,amyloid precursor protein metabolic proc...,112,2,0.16,0.01126,1,0.2555269333333333,12.5
BP,GO:0099565,"chemical synaptic transmission, postsyna...",112,2,0.16,0.01126,1,0.2555269333333333,12.5
BP,GO:0072657,protein localization to membrane,624,4,0.9,0.01170,1,0.26403394736842106,4.44
BP,GO:0007204,positive regulation of cytosolic calcium...,332,3,0.48,0.01179,1,0.26403394736842106,6.25
BP,GO:0032409,regulation of transporter activity,332,3,0.48,0.01179,1,0.26403394736842106,6.25
BP,GO:0000278,mitotic cell cycle,975,5,1.4,0.01186,1,0.26444174672489085,3.57
BP,GO:0006259,DNA metabolic process,981,5,1.41,0.01216,1,0.26910592274678113,3.55
BP,GO:0060291,long-term synaptic potentiation,117,2,0.17,0.01224,1,0.26910592274678113,11.76
BP,GO:0010948,negative regulation of cell cycle proces...,337,3,0.48,0.01227,1,0.26910592274678113,6.25
BP,GO:2000147,positive regulation of cell motility,633,4,0.91,0.01228,1,0.26910592274678113,4.4
BP,GO:0034762,regulation of transmembrane transport,634,4,0.91,0.01235,1,0.26942297872340426,4.4
BP,GO:0031327,negative regulation of cellular biosynth...,1806,7,2.6,0.01240,1,0.26942297872340426,2.69
BP,GO:0007267,cell-cell signaling,1808,7,2.6,0.01247,1,0.26979584745762714,2.69
BP,GO:0045892,"negative regulation of transcription, DN...",1386,6,1.99,0.01270,1,0.2736126582278481,3.02
BP,GO:1903507,negative regulation of nucleic acid-temp...,1388,6,2,0.01279,1,0.2743938655462185,3
BP,GO:1902679,negative regulation of RNA biosynthetic ...,1390,6,2,0.01287,1,0.2749548953974895,3
BP,GO:0051272,positive regulation of cellular componen...,646,4,0.93,0.01316,1,0.279979,4.3
BP,GO:0051171,regulation of nitrogen compound metaboli...,6108,15,8.78,0.01335,1,0.28051738775510204,1.71
BP,GO:0006810,transport,4925,13,7.08,0.01336,1,0.28051738775510204,1.84
BP,GO:0040017,positive regulation of locomotion,649,4,0.93,0.01336,1,0.28051738775510204,4.3
BP,GO:0003206,cardiac chamber morphogenesis,123,2,0.18,0.01346,1,0.28051738775510204,11.11
BP,GO:0032411,positive regulation of transporter activ...,123,2,0.18,0.01346,1,0.28051738775510204,11.11
BP,GO:0009890,negative regulation of biosynthetic proc...,1838,7,2.64,0.01358,1,0.2818678048780488,2.65
BP,GO:0014066,regulation of phosphatidylinositol 3-kin...,124,2,0.18,0.01366,1,0.2823804048582996,11.11
BP,GO:0043009,chordate embryonic development,657,4,0.94,0.01392,1,0.28659483870967745,4.26
BP,GO:0006351,"transcription, DNA-templated",3841,11,5.52,0.01412,1,0.28940808,1.99
BP,GO:0097659,nucleic acid-templated transcription,3843,11,5.52,0.01417,1,0.28940808,1.99
BP,GO:0018107,peptidyl-threonine phosphorylation,127,2,0.18,0.01430,1,0.29089960159362555,11.11
BP,GO:0048523,negative regulation of cellular process,5562,14,8,0.01458,1,0.2942985826771654,1.75
BP,GO:0032774,RNA biosynthetic process,3859,11,5.55,0.01461,1,0.2942985826771654,1.98
BP,GO:1990778,protein localization to cell periphery,360,3,0.52,0.01464,1,0.2942985826771654,5.77
BP,GO:1901700,response to oxygen-containing compound,1871,7,2.69,0.01488,1,0.29795011764705887,2.6
BP,GO:0021987,cerebral cortex development,131,2,0.19,0.01516,1,0.3023709375,10.53
BP,GO:0030048,actin filament-based movement,132,2,0.19,0.01538,1,0.3037971428571429,10.53
BP,GO:0009792,embryo development ending in birth or eg...,677,4,0.97,0.01539,1,0.3037971428571429,4.12
BP,GO:0031324,negative regulation of cellular metaboli...,2841,9,4.08,0.01541,1,0.3037971428571429,2.21
BP,GO:0006282,regulation of DNA repair,133,2,0.19,0.01560,1,0.30577310344827585,10.53
BP,GO:0051480,regulation of cytosolic calcium ion conc...,369,3,0.53,0.01563,1,0.30577310344827585,5.66
BP,GO:0007613,memory,134,2,0.19,0.01583,1,0.30850374045801526,10.53
BP,GO:0018210,peptidyl-threonine modification,136,2,0.2,0.01628,1,0.31557383458646615,10
BP,GO:0007049,cell cycle,1906,7,2.74,0.01636,1,0.31557383458646615,2.55
BP,GO:0031346,positive regulation of cell projection o...,376,3,0.54,0.01643,1,0.31557383458646615,5.56
BP,GO:0051246,regulation of protein metabolic process,2871,9,4.13,0.01644,1,0.31557383458646615,2.18
BP,GO:0003006,developmental process involved in reprod...,1065,5,1.53,0.01686,1,0.3224238202247191,3.27
BP,GO:1904019,epithelial cell apoptotic process,139,2,0.2,0.01696,1,0.3231259701492537,10
BP,GO:0008219,cell death,2393,8,3.44,0.01706,1,0.3238228996282527,2.33
BP,GO:0010595,positive regulation of endothelial cell ...,140,2,0.2,0.01719,1,0.32508200000000004,10
BP,GO:0080090,regulation of primary metabolic process,6287,15,9.04,0.01754,1,0.3304769003690037,1.66
BP,GO:0030154,cell differentiation,4528,12,6.51,0.01795,1,0.33695845588235296,1.84
BP,GO:0051668,localization within membrane,711,4,1.02,0.01811,1,0.33766686131386864,3.92
BP,GO:0000723,telomere maintenance,144,2,0.21,0.01812,1,0.33766686131386864,9.52
BP,GO:0051052,regulation of DNA metabolic process,391,3,0.56,0.01822,1,0.33829570909090906,5.36
BP,GO:0051253,negative regulation of RNA metabolic pro...,1502,6,2.16,0.01831,1,0.338735,2.78
BP,GO:0051252,regulation of RNA metabolic process,3996,11,5.74,0.01879,1,0.3460325179856115,1.92
BP,GO:0006334,nucleosome assembly,147,2,0.21,0.01884,1,0.3460325179856115,9.52
BP,GO:0008284,positive regulation of cell population p...,1099,5,1.58,0.01908,1,0.34918451612903223,3.16
BP,GO:0045471,response to ethanol,149,2,0.21,0.01932,1,0.35231399999999996,9.52
BP,GO:2000045,regulation of G1/S transition of mitotic...,150,2,0.22,0.01957,1,0.3556029181494662,9.09
BP,GO:0072006,nephron development,151,2,0.22,0.01981,1,0.3568806338028169,9.09
